#,dtes,temperture depth 1 [C],temperture depth 2 [C],temperture depth 3 [C],temperture depth 4 [C],
1256,16/05/2019 01:45:00,11.186,10.876,10.116,9.752,
1257,16/05/2019 02:00:00,11.154,10.873,10.119,9.754,
1258,16/05/2019 02:15:00,11.122,10.869,10.124,9.755,
1259,16/05/2019 02:30:00,11.09,10.864,10.127,9.757,
1260,16/05/2019 02:45:00,11.056,10.858,10.132,9.758,
1261,16/05/2019 03:00:00,11.023,10.852,10.135,9.76,
1262,16/05/2019 03:15:00,10.986,10.846,10.138,9.761,
1263,16/05/2019 03:30:00,10.947,10.838,10.141,9.763,
1264,16/05/2019 03:45:00,10.907,10.831,10.144,9.765,
1265,16/05/2019 04:00:00,10.866,10.822,10.147,9.766,
1266,16/05/2019 04:15:00,10.823,10.812,10.15,9.768,
1267,16/05/2019 04:30:00,10.782,10.803,10.152,9.769,
1268,16/05/2019 04:45:00,10.742,10.793,10.155,9.771,
1269,16/05/2019 05:00:00,10.702,10.782,10.156,9.772,
1270,16/05/2019 05:15:00,10.666,10.77,10.159,9.774,
1271,16/05/2019 05:30:00,10.629,10.757,10.161,9.775,
1272,16/05/2019 05:45:00,10.597,10.745,10.162,9.777,
1273,16/05/2019 06:00:00,10.566,10.733,10.164,9.778,
1274,16/05/2019 06:15:00,10.54,10.719,10.165,9.78,
1275,16/05/2019 06:30:00,10.519,10.705,10.167,9.783,
1276,16/05/2019 06:45:00,10.504,10.692,10.167,9.785,
1277,16/05/2019 07:00:00,10.492,10.678,10.168,9.786,
1278,16/05/2019 07:15:00,10.479,10.666,10.168,9.788,
1279,16/05/2019 07:30:00,10.467,10.652,10.168,9.789,
1280,16/05/2019 07:45:00,10.456,10.64,10.17,9.791,
1281,16/05/2019 08:00:00,10.452,10.628,10.17,9.792,
1282,16/05/2019 08:15:00,10.452,10.615,10.17,9.794,
1283,16/05/2019 08:30:00,10.452,10.603,10.17,9.795,
1284,16/05/2019 08:45:00,10.459,10.592,10.168,9.797,
1285,16/05/2019 09:00:00,10.469,10.582,10.168,9.798,
1286,16/05/2019 09:15:00,10.481,10.571,10.167,9.798,
1287,16/05/2019 09:30:00,10.498,10.562,10.167,9.8,
1288,16/05/2019 09:45:00,10.519,10.554,10.165,9.801,
1289,16/05/2019 10:00:00,10.547,10.547,10.165,9.803,
1290,16/05/2019 10:15:00,10.577,10.539,10.164,9.805,
1291,16/05/2019 10:30:00,10.609,10.533,10.162,9.806,
1292,16/05/2019 10:45:00,10.647,10.528,10.161,9.806,
1293,16/05/2019 11:00:00,10.696,10.525,10.159,9.808,
1294,16/05/2019 11:15:00,10.756,10.524,10.158,9.809,
1295,16/05/2019 11:30:00,10.828,10.522,10.156,9.809,
1296,16/05/2019 11:45:00,10.902,10.524,10.155,9.811,
1297,16/05/2019 12:00:00,10.974,10.525,10.153,9.812,
1298,16/05/2019 12:15:00,11.043,10.53,10.152,9.812,
1299,16/05/2019 12:30:00,11.097,10.536,10.15,9.814,
1300,16/05/2019 12:45:00,11.145,10.545,10.148,9.814,
1301,16/05/2019 13:00:00,11.203,10.554,10.147,9.815,
1302,16/05/2019 13:15:00,11.274,10.565,10.145,9.815,
1303,16/05/2019 13:30:00,11.353,10.577,10.144,9.817,
1304,16/05/2019 13:45:00,11.435,10.589,10.142,9.817,
1305,16/05/2019 14:00:00,11.513,10.605,10.142,9.817,
1306,16/05/2019 14:15:00,11.575,10.62,10.141,9.818,
1307,16/05/2019 14:30:00,11.633,10.638,10.141,9.818,
1308,16/05/2019 14:45:00,11.684,10.657,10.141,9.818,
1309,16/05/2019 15:00:00,11.748,10.676,10.141,9.82,
1310,16/05/2019 15:15:00,11.815,10.696,10.141,9.82,
1311,16/05/2019 15:30:00,11.88,10.718,10.141,9.82,
1312,16/05/2019 15:45:00,11.939,10.739,10.141,9.82,
1313,16/05/2019 16:00:00,11.987,10.76,10.142,9.82,
1314,16/05/2019 16:15:00,12.03,10.785,10.142,9.821,
1315,16/05/2019 16:30:00,12.066,10.808,10.144,9.821,
1316,16/05/2019 16:45:00,12.09,10.831,10.145,9.821,
1317,16/05/2019 17:00:00,12.118,10.855,10.148,9.821,
1318,16/05/2019 17:15:00,12.146,10.878,10.15,9.821,
1319,16/05/2019 17:30:00,12.169,10.902,10.153,9.821,
1320,16/05/2019 17:45:00,12.187,10.925,10.155,9.821,
1321,16/05/2019 18:00:00,12.201,10.947,10.158,9.823,
1322,16/05/2019 18:15:00,12.214,10.969,10.161,9.823,
1323,16/05/2019 18:30:00,12.225,10.991,10.165,9.823,
1324,16/05/2019 18:45:00,12.236,11.011,10.168,9.823,
1325,16/05/2019 19:00:00,12.248,11.03,10.173,9.823,
1326,16/05/2019 19:15:00,12.26,11.05,10.176,9.824,
1327,16/05/2019 19:30:00,12.272,11.069,10.181,9.824,
1328,16/05/2019 19:45:00,12.284,11.087,10.185,9.824,
1329,16/05/2019 20:00:00,12.295,11.104,10.19,9.826,
1330,16/05/2019 20:15:00,12.305,11.12,10.194,9.826,
1331,16/05/2019 20:30:00,12.311,11.137,10.199,9.826,
1332,16/05/2019 20:45:00,12.314,11.154,10.204,9.828,
1333,16/05/2019 21:00:00,12.316,11.169,10.21,9.828,
1334,16/05/2019 21:15:00,12.316,11.184,10.214,9.829,
1335,16/05/2019 21:30:00,12.314,11.198,10.221,9.829,
1336,16/05/2019 21:45:00,12.31,11.212,10.227,9.831,
1337,16/05/2019 22:00:00,12.304,11.225,10.231,9.832,
1338,16/05/2019 22:15:00,12.295,11.238,10.237,9.832,
1339,16/05/2019 22:30:00,12.283,11.25,10.243,9.834,
1340,16/05/2019 22:45:00,12.269,11.262,10.25,9.835,
1341,16/05/2019 23:00:00,12.252,11.271,10.256,9.837,
1342,16/05/2019 23:15:00,12.234,11.282,10.26,9.837,
1343,16/05/2019 23:30:00,12.213,11.291,10.266,9.838,
1344,16/05/2019 23:45:00,12.193,11.298,10.273,9.84,
1345,17/05/2019 00:00:00,12.171,11.306,10.279,9.841,
1346,17/05/2019 00:15:00,12.149,11.312,10.285,9.843,
1347,17/05/2019 00:30:00,12.13,11.318,10.291,9.844,
1348,17/05/2019 00:45:00,12.109,11.323,10.297,9.846,
1349,17/05/2019 01:00:00,12.086,11.327,10.303,9.849,
1350,17/05/2019 01:15:00,12.06,11.33,10.309,9.851,
1351,17/05/2019 01:30:00,12.033,11.333,10.314,9.852,
1352,17/05/2019 01:45:00,12.004,11.336,10.32,9.854,
1353,17/05/2019 02:00:00,11.975,11.338,10.326,9.855,
1354,17/05/2019 02:15:00,11.945,11.338,10.332,9.858,
1355,17/05/2019 02:30:00,11.913,11.338,10.337,9.86,
1356,17/05/2019 02:45:00,11.881,11.336,10.343,9.863,
1357,17/05/2019 03:00:00,11.85,11.335,10.348,9.864,
1358,17/05/2019 03:15:00,11.816,11.333,10.352,9.866,
1359,17/05/2019 03:30:00,11.783,11.33,10.358,9.869,
1360,17/05/2019 03:45:00,11.749,11.326,10.363,9.871,
1361,17/05/2019 04:00:00,11.715,11.321,10.368,9.874,
1362,17/05/2019 04:15:00,11.68,11.317,10.372,9.875,
1363,17/05/2019 04:30:00,11.645,11.311,10.377,9.878,
1364,17/05/2019 04:45:00,11.61,11.304,10.381,9.88,
1365,17/05/2019 05:00:00,11.575,11.298,10.386,9.883,
1366,17/05/2019 05:15:00,11.54,11.291,10.391,9.886,
1367,17/05/2019 05:30:00,11.507,11.283,10.394,9.888,
1368,17/05/2019 05:45:00,11.473,11.274,10.398,9.891,
1369,17/05/2019 06:00:00,11.441,11.265,10.401,9.892,
1370,17/05/2019 06:15:00,11.412,11.256,10.404,9.895,
1371,17/05/2019 06:30:00,11.387,11.245,10.407,9.898,
1372,17/05/2019 06:45:00,11.362,11.236,10.41,9.9,
1373,17/05/2019 07:00:00,11.341,11.225,10.413,9.903,
1374,17/05/2019 07:15:00,11.321,11.215,10.417,9.906,
1375,17/05/2019 07:30:00,11.306,11.204,10.42,9.907,
1376,17/05/2019 07:45:00,11.294,11.193,10.421,9.911,
1377,17/05/2019 08:00:00,11.289,11.183,10.423,9.912,
1378,17/05/2019 08:15:00,11.291,11.172,10.426,9.915,
1379,17/05/2019 08:30:00,11.298,11.163,10.427,9.917,
1380,17/05/2019 08:45:00,11.311,11.152,10.429,9.92,
1381,17/05/2019 09:00:00,11.329,11.143,10.43,9.923,
1382,17/05/2019 09:15:00,11.353,11.136,10.432,9.924,
1383,17/05/2019 09:30:00,11.38,11.129,10.433,9.927,
1384,17/05/2019 09:45:00,11.411,11.123,10.433,9.929,
1385,17/05/2019 10:00:00,11.444,11.119,10.435,9.932,
1386,17/05/2019 10:15:00,11.481,11.114,10.436,9.934,
1387,17/05/2019 10:30:00,11.522,11.113,10.438,9.937,
1388,17/05/2019 10:45:00,11.564,11.111,10.438,9.938,
1389,17/05/2019 11:00:00,11.611,11.111,10.439,9.94,
1390,17/05/2019 11:15:00,11.668,11.113,10.439,9.943,
1391,17/05/2019 11:30:00,11.73,11.116,10.441,9.944,
1392,17/05/2019 11:45:00,11.798,11.12,10.441,9.947,
1393,17/05/2019 12:00:00,11.872,11.126,10.441,9.949,
1394,17/05/2019 12:15:00,11.942,11.134,10.443,9.95,
1395,17/05/2019 12:30:00,12,11.143,10.443,9.954,
1396,17/05/2019 12:45:00,12.053,11.154,10.444,9.955,
1397,17/05/2019 13:00:00,12.104,11.166,10.444,9.957,
1398,17/05/2019 13:15:00,12.165,11.18,10.446,9.958,
1399,17/05/2019 13:30:00,12.23,11.195,10.446,9.96,
1400,17/05/2019 13:45:00,12.292,11.21,10.447,9.963,
1401,17/05/2019 14:00:00,12.354,11.227,10.449,9.964,
1402,17/05/2019 14:15:00,12.422,11.245,10.45,9.966,
1403,17/05/2019 14:30:00,12.485,11.263,10.452,9.967,
1404,17/05/2019 14:45:00,12.548,11.283,10.453,9.969,
1405,17/05/2019 15:00:00,12.621,11.304,10.455,9.97,
1406,17/05/2019 15:15:00,12.687,11.326,10.458,9.972,
1407,17/05/2019 15:30:00,12.745,11.349,10.459,9.974,
1408,17/05/2019 15:45:00,12.803,11.371,10.462,9.975,
1409,17/05/2019 16:00:00,12.861,11.396,10.466,9.977,
1410,17/05/2019 16:15:00,12.91,11.422,10.469,9.978,
1411,17/05/2019 16:30:00,12.96,11.446,10.472,9.978,
1412,17/05/2019 16:45:00,13.004,11.472,10.475,9.98,
1413,17/05/2019 17:00:00,13.044,11.497,10.479,9.981,
1414,17/05/2019 17:15:00,13.087,11.523,10.482,9.983,
1415,17/05/2019 17:30:00,13.126,11.551,10.487,9.984,
1416,17/05/2019 17:45:00,13.165,11.576,10.492,9.986,
1417,17/05/2019 18:00:00,13.197,11.602,10.496,9.987,
1418,17/05/2019 18:15:00,13.222,11.628,10.501,9.989,
1419,17/05/2019 18:30:00,13.245,11.652,10.507,9.99,
1420,17/05/2019 18:45:00,13.266,11.678,10.511,9.992,
1421,17/05/2019 19:00:00,13.285,11.702,10.518,9.993,
1422,17/05/2019 19:15:00,13.303,11.727,10.524,9.995,
1423,17/05/2019 19:30:00,13.32,11.749,10.53,9.997,
1424,17/05/2019 19:45:00,13.335,11.772,10.536,9.998,
1425,17/05/2019 20:00:00,13.345,11.795,10.542,10,
1426,17/05/2019 20:15:00,13.35,11.816,10.55,10.001,
1427,17/05/2019 20:30:00,13.35,11.836,10.556,10.003,
1428,17/05/2019 20:45:00,13.344,11.857,10.563,10.004,
1429,17/05/2019 21:00:00,13.335,11.875,10.569,10.007,
1430,17/05/2019 21:15:00,13.323,11.893,10.577,10.009,
1431,17/05/2019 21:30:00,13.308,11.912,10.585,10.01,
1432,17/05/2019 21:45:00,13.291,11.928,10.592,10.012,
1433,17/05/2019 22:00:00,13.273,11.943,10.6,10.015,
1434,17/05/2019 22:15:00,13.255,11.957,10.608,10.017,
1435,17/05/2019 22:30:00,13.237,11.971,10.615,10.02,
1436,17/05/2019 22:45:00,13.218,11.981,10.623,10.021,
1437,17/05/2019 23:00:00,13.2,11.993,10.631,10.024,
1438,17/05/2019 23:15:00,13.18,12.003,10.64,10.027,
1439,17/05/2019 23:30:00,13.162,12.012,10.647,10.029,
1440,17/05/2019 23:45:00,13.142,12.021,10.655,10.032,
1441,18/05/2019 00:00:00,13.123,12.027,10.663,10.035,
1442,18/05/2019 00:15:00,13.103,12.034,10.672,10.036,
1443,18/05/2019 00:30:00,13.082,12.039,10.68,10.04,
1444,18/05/2019 00:45:00,13.063,12.045,10.687,10.043,
1445,18/05/2019 01:00:00,13.043,12.05,10.695,10.046,
1446,18/05/2019 01:15:00,13.023,12.053,10.702,10.049,
1447,18/05/2019 01:30:00,13.001,12.056,10.71,10.052,
1448,18/05/2019 01:45:00,12.978,12.059,10.718,10.055,
1449,18/05/2019 02:00:00,12.954,12.06,10.725,10.058,
1450,18/05/2019 02:15:00,12.932,12.062,10.733,10.061,
1451,18/05/2019 02:30:00,12.909,12.063,10.739,10.064,
1452,18/05/2019 02:45:00,12.885,12.063,10.747,10.069,
1453,18/05/2019 03:00:00,12.861,12.063,10.754,10.072,
1454,18/05/2019 03:15:00,12.834,12.062,10.76,10.075,
1455,18/05/2019 03:30:00,12.808,12.06,10.767,10.078,
1456,18/05/2019 03:45:00,12.782,12.059,10.773,10.083,
1457,18/05/2019 04:00:00,12.758,12.057,10.779,10.086,
1458,18/05/2019 04:15:00,12.734,12.054,10.785,10.089,
1459,18/05/2019 04:30:00,12.71,12.05,10.791,10.092,
1460,18/05/2019 04:45:00,12.686,12.046,10.797,10.096,
1461,18/05/2019 05:00:00,12.66,12.042,10.803,10.099,
1462,18/05/2019 05:15:00,12.636,12.037,10.809,10.104,
1463,18/05/2019 05:30:00,12.612,12.033,10.814,10.107,
1464,18/05/2019 05:45:00,12.589,12.028,10.82,10.11,
1465,18/05/2019 06:00:00,12.568,12.022,10.825,10.115,
1466,18/05/2019 06:15:00,12.547,12.016,10.829,10.118,
1467,18/05/2019 06:30:00,12.527,12.01,10.834,10.121,
1468,18/05/2019 06:45:00,12.511,12.004,10.838,10.125,
1469,18/05/2019 07:00:00,12.497,11.998,10.843,10.129,
1470,18/05/2019 07:15:00,12.488,11.992,10.847,10.132,
1471,18/05/2019 07:30:00,12.48,11.984,10.852,10.136,
1472,18/05/2019 07:45:00,12.476,11.978,10.855,10.139,
1473,18/05/2019 08:00:00,12.471,11.972,10.86,10.142,
1474,18/05/2019 08:15:00,12.47,11.966,10.863,10.147,
1475,18/05/2019 08:30:00,12.474,11.96,10.867,10.15,
1476,18/05/2019 08:45:00,12.483,11.956,10.87,10.153,
1477,18/05/2019 09:00:00,12.5,11.951,10.873,10.158,
1478,18/05/2019 09:15:00,12.521,11.947,10.876,10.161,
1479,18/05/2019 09:30:00,12.545,11.943,10.881,10.164,
1480,18/05/2019 09:45:00,12.565,11.94,10.884,10.168,
1481,18/05/2019 10:00:00,12.579,11.939,10.887,10.171,
1482,18/05/2019 10:15:00,12.591,11.937,10.89,10.175,
1483,18/05/2019 10:30:00,12.607,11.937,10.892,10.178,
1484,18/05/2019 10:45:00,12.631,11.937,10.895,10.182,
1485,18/05/2019 11:00:00,12.657,11.939,10.898,10.185,
1486,18/05/2019 11:15:00,12.68,11.94,10.901,10.188,
1487,18/05/2019 11:30:00,12.696,11.943,10.904,10.191,
1488,18/05/2019 11:45:00,12.711,11.947,10.905,10.194,
1489,18/05/2019 12:00:00,12.725,11.95,10.908,10.198,
1490,18/05/2019 12:15:00,12.737,11.954,10.912,10.201,
1491,18/05/2019 12:30:00,12.748,11.959,10.913,10.204,
1492,18/05/2019 12:45:00,12.776,11.963,10.916,10.207,
1493,18/05/2019 13:00:00,12.825,11.968,10.919,10.21,
1494,18/05/2019 13:15:00,12.862,11.974,10.921,10.213,
1495,18/05/2019 13:30:00,12.882,11.98,10.924,10.216,
1496,18/05/2019 13:45:00,12.897,11.986,10.925,10.219,
1497,18/05/2019 14:00:00,12.922,11.993,10.928,10.222,
1498,18/05/2019 14:15:00,12.963,12.003,10.931,10.225,
1499,18/05/2019 14:30:00,13.014,12.01,10.934,10.227,
1500,18/05/2019 14:45:00,13.06,12.019,10.937,10.23,
1501,18/05/2019 15:00:00,13.108,12.03,10.94,10.233,
1502,18/05/2019 15:15:00,13.162,12.04,10.944,10.236,
1503,18/05/2019 15:30:00,13.219,12.053,10.945,10.239,
1504,18/05/2019 15:45:00,13.273,12.065,10.95,10.24,
1505,18/05/2019 16:00:00,13.318,12.078,10.953,10.243,
1506,18/05/2019 16:15:00,13.356,12.093,10.956,10.247,
1507,18/05/2019 16:30:00,13.388,12.11,10.959,10.248,
1508,18/05/2019 16:45:00,13.418,12.125,10.962,10.251,
1509,18/05/2019 17:00:00,13.448,12.142,10.965,10.254,
1510,18/05/2019 17:15:00,13.473,12.158,10.968,10.256,
1511,18/05/2019 17:30:00,13.497,12.175,10.972,10.259,
1512,18/05/2019 17:45:00,13.52,12.192,10.976,10.26,
1513,18/05/2019 18:00:00,13.536,12.21,10.98,10.263,
1514,18/05/2019 18:15:00,13.547,12.225,10.983,10.266,
1515,18/05/2019 18:30:00,13.55,12.242,10.988,10.268,
1516,18/05/2019 18:45:00,13.547,12.257,10.991,10.271,
1517,18/05/2019 19:00:00,13.538,12.269,10.991,10.273,
1518,18/05/2019 19:15:00,13.526,12.281,10.991,10.274,
1519,18/05/2019 19:30:00,13.512,12.292,10.994,10.276,
1520,18/05/2019 19:45:00,13.5,12.304,10.997,10.279,
1521,18/05/2019 20:00:00,13.49,12.314,11,10.28,
1522,18/05/2019 20:15:00,13.481,12.323,11.003,10.282,
1523,18/05/2019 20:30:00,13.469,12.331,11.006,10.283,
1524,18/05/2019 20:45:00,13.457,12.34,11.011,10.286,
1525,18/05/2019 21:00:00,13.445,12.348,11.015,10.288,
1526,18/05/2019 21:15:00,13.433,12.354,11.02,10.289,
1527,18/05/2019 21:30:00,13.422,12.361,11.024,10.293,
1528,18/05/2019 21:45:00,13.41,12.366,11.029,10.294,
1529,18/05/2019 22:00:00,13.398,12.372,11.035,10.297,
1530,18/05/2019 22:15:00,13.385,12.376,11.04,10.299,
1531,18/05/2019 22:30:00,13.373,12.381,11.046,10.302,
1532,18/05/2019 22:45:00,13.357,12.384,11.05,10.303,
1533,18/05/2019 23:00:00,13.342,12.387,11.055,10.306,
1534,18/05/2019 23:15:00,13.327,12.39,11.061,10.309,
1535,18/05/2019 23:30:00,13.311,12.393,11.065,10.311,
1536,18/05/2019 23:45:00,13.294,12.394,11.07,10.314,
1537,19/05/2019 00:00:00,13.276,12.396,11.076,10.317,
1538,19/05/2019 00:15:00,13.257,12.397,11.081,10.32,
1539,19/05/2019 00:30:00,13.236,12.397,11.085,10.322,
1540,19/05/2019 00:45:00,13.213,12.399,11.091,10.325,
1541,19/05/2019 01:00:00,13.191,12.397,11.096,10.328,
1542,19/05/2019 01:15:00,13.165,12.397,11.102,10.331,
1543,19/05/2019 01:30:00,13.138,12.396,11.107,10.334,
1544,19/05/2019 01:45:00,13.109,12.394,11.111,10.337,
1545,19/05/2019 02:00:00,13.081,12.393,11.116,10.338,
1546,19/05/2019 02:15:00,13.051,12.39,11.12,10.342,
1547,19/05/2019 02:30:00,13.019,12.385,11.125,10.345,
1548,19/05/2019 02:45:00,12.987,12.382,11.129,10.348,
1549,19/05/2019 03:00:00,12.957,12.378,11.132,10.351,
1550,19/05/2019 03:15:00,12.929,12.372,11.137,10.354,
1551,19/05/2019 03:30:00,12.9,12.366,11.142,10.357,
1552,19/05/2019 03:45:00,12.871,12.36,11.145,10.36,
1553,19/05/2019 04:00:00,12.84,12.354,11.148,10.363,
1554,19/05/2019 04:15:00,12.808,12.346,11.152,10.366,
1555,19/05/2019 04:30:00,12.779,12.338,11.155,10.369,
1556,19/05/2019 04:45:00,12.754,12.331,11.158,10.372,
1557,19/05/2019 05:00:00,12.728,12.322,11.161,10.375,
1558,19/05/2019 05:15:00,12.705,12.313,11.164,10.377,
1559,19/05/2019 05:30:00,12.683,12.305,11.167,10.38,
1560,19/05/2019 05:45:00,12.663,12.295,11.171,10.383,
1561,19/05/2019 06:00:00,12.645,12.286,11.172,10.386,
1562,19/05/2019 06:15:00,12.63,12.276,11.175,10.389,
1563,19/05/2019 06:30:00,12.616,12.267,11.177,10.392,
1564,19/05/2019 06:45:00,12.604,12.258,11.18,10.395,
1565,19/05/2019 07:00:00,12.594,12.249,11.181,10.398,
1566,19/05/2019 07:15:00,12.585,12.24,11.183,10.401,
1567,19/05/2019 07:30:00,12.576,12.231,11.184,10.403,
1568,19/05/2019 07:45:00,12.57,12.222,11.186,10.406,
1569,19/05/2019 08:00:00,12.564,12.213,11.187,10.409,
1570,19/05/2019 08:15:00,12.557,12.205,11.189,10.412,
1571,19/05/2019 08:30:00,12.553,12.198,11.19,10.413,
1572,19/05/2019 08:45:00,12.547,12.19,11.19,10.417,
1573,19/05/2019 09:00:00,12.541,12.183,11.192,10.42,
1574,19/05/2019 09:15:00,12.536,12.175,11.192,10.421,
1575,19/05/2019 09:30:00,12.536,12.168,11.193,10.424,
1576,19/05/2019 09:45:00,12.547,12.162,11.193,10.427,
1577,19/05/2019 10:00:00,12.564,12.155,11.193,10.429,
1578,19/05/2019 10:15:00,12.582,12.149,11.193,10.432,
1579,19/05/2019 10:30:00,12.598,12.143,11.193,10.433,
1580,19/05/2019 10:45:00,12.613,12.139,11.193,10.436,
1581,19/05/2019 11:00:00,12.63,12.134,11.195,10.438,
1582,19/05/2019 11:15:00,12.654,12.131,11.195,10.441,
1583,19/05/2019 11:30:00,12.677,12.13,11.195,10.443,
1584,19/05/2019 11:45:00,12.701,12.127,11.195,10.446,
1585,19/05/2019 12:00:00,12.73,12.127,11.195,10.447,
1586,19/05/2019 12:15:00,12.767,12.127,11.193,10.449,
1587,19/05/2019 12:30:00,12.808,12.127,11.195,10.452,
1588,19/05/2019 12:45:00,12.853,12.128,11.195,10.453,
1589,19/05/2019 13:00:00,12.894,12.131,11.195,10.455,
1590,19/05/2019 13:15:00,12.933,12.134,11.195,10.456,
1591,19/05/2019 13:30:00,12.981,12.139,11.195,10.459,
1592,19/05/2019 13:45:00,13.034,12.145,11.195,10.461,
1593,19/05/2019 14:00:00,13.09,12.152,11.195,10.462,
1594,19/05/2019 14:15:00,13.148,12.16,11.196,10.464,
1595,19/05/2019 14:30:00,13.209,12.169,11.196,10.466,
1596,19/05/2019 14:45:00,13.26,12.18,11.198,10.469,
1597,19/05/2019 15:00:00,13.315,12.192,11.198,10.47,
1598,19/05/2019 15:15:00,13.365,12.204,11.199,10.472,
1599,19/05/2019 15:30:00,13.41,12.217,11.201,10.473,
1600,19/05/2019 15:45:00,13.454,12.233,11.203,10.475,
1601,19/05/2019 16:00:00,13.499,12.248,11.203,10.476,
1602,19/05/2019 16:15:00,13.542,12.264,11.204,10.478,
1603,19/05/2019 16:30:00,13.587,12.281,11.206,10.479,
1604,19/05/2019 16:45:00,13.628,12.299,11.209,10.481,
1605,19/05/2019 17:00:00,13.661,12.316,11.21,10.482,
1606,19/05/2019 17:15:00,13.688,12.334,11.212,10.484,
1607,19/05/2019 17:30:00,13.706,12.352,11.215,10.485,
1608,19/05/2019 17:45:00,13.718,12.37,11.216,10.487,
1609,19/05/2019 18:00:00,13.727,12.388,11.219,10.488,
1610,19/05/2019 18:15:00,13.738,12.405,11.221,10.49,
1611,19/05/2019 18:30:00,13.75,12.422,11.224,10.492,
1612,19/05/2019 18:45:00,13.76,12.435,11.224,10.493,
1613,19/05/2019 19:00:00,13.76,12.447,11.221,10.493,
1614,19/05/2019 19:15:00,13.762,12.459,11.219,10.493,
1615,19/05/2019 19:30:00,13.762,12.471,11.221,10.495,
1616,19/05/2019 19:45:00,13.763,12.483,11.222,10.495,
1617,19/05/2019 20:00:00,13.762,12.496,11.224,10.496,
1618,19/05/2019 20:15:00,13.759,12.508,11.227,10.496,
1619,19/05/2019 20:30:00,13.753,12.518,11.23,10.498,
1620,19/05/2019 20:45:00,13.742,12.529,11.233,10.499,
1621,19/05/2019 21:00:00,13.73,12.538,11.236,10.499,
1622,19/05/2019 21:15:00,13.717,12.547,11.241,10.501,
1623,19/05/2019 21:30:00,13.705,12.556,11.244,10.502,
1624,19/05/2019 21:45:00,13.693,12.564,11.248,10.504,
1625,19/05/2019 22:00:00,13.681,12.571,11.253,10.505,
1626,19/05/2019 22:15:00,13.67,12.579,11.257,10.507,
1627,19/05/2019 22:30:00,13.657,12.585,11.262,10.508,
1628,19/05/2019 22:45:00,13.643,12.589,11.266,10.51,
1629,19/05/2019 23:00:00,13.629,12.595,11.269,10.511,
1630,19/05/2019 23:15:00,13.616,12.6,11.274,10.513,
1631,19/05/2019 23:30:00,13.601,12.604,11.279,10.514,
1632,19/05/2019 23:45:00,13.586,12.607,11.283,10.516,
1633,20/05/2019 00:00:00,13.569,12.61,11.288,10.518,
1634,20/05/2019 00:15:00,13.553,12.613,11.292,10.521,
1635,20/05/2019 00:30:00,13.535,12.616,11.297,10.522,
1636,20/05/2019 00:45:00,13.515,12.618,11.301,10.524,
1637,20/05/2019 01:00:00,13.496,12.618,11.306,10.527,
1638,20/05/2019 01:15:00,13.475,12.619,11.311,10.528,
1639,20/05/2019 01:30:00,13.454,12.619,11.315,10.53,
1640,20/05/2019 01:45:00,13.433,12.619,11.32,10.533,
1641,20/05/2019 02:00:00,13.41,12.618,11.324,10.534,
1642,20/05/2019 02:15:00,13.389,12.618,11.327,10.536,
1643,20/05/2019 02:30:00,13.367,12.616,11.332,10.539,
1644,20/05/2019 02:45:00,13.344,12.613,11.336,10.54,
1645,20/05/2019 03:00:00,13.323,12.612,11.339,10.544,
1646,20/05/2019 03:15:00,13.3,12.609,11.344,10.545,
1647,20/05/2019 03:30:00,13.279,12.604,11.347,10.548,
1648,20/05/2019 03:45:00,13.258,12.601,11.352,10.55,
1649,20/05/2019 04:00:00,13.237,12.597,11.355,10.553,
1650,20/05/2019 04:15:00,13.216,12.592,11.358,10.556,
1651,20/05/2019 04:30:00,13.195,12.588,11.362,10.557,
1652,20/05/2019 04:45:00,13.174,12.583,11.365,10.56,
1653,20/05/2019 05:00:00,13.153,12.579,11.368,10.562,
1654,20/05/2019 05:15:00,13.132,12.573,11.371,10.565,
1655,20/05/2019 05:30:00,13.114,12.567,11.374,10.566,
1656,20/05/2019 05:45:00,13.094,12.56,11.376,10.569,
1657,20/05/2019 06:00:00,13.076,12.554,11.379,10.573,
1658,20/05/2019 06:15:00,13.06,12.548,11.382,10.574,
1659,20/05/2019 06:30:00,13.044,12.542,11.385,10.577,
1660,20/05/2019 06:45:00,13.031,12.535,11.387,10.579,
1661,20/05/2019 07:00:00,13.019,12.529,11.39,10.582,
1662,20/05/2019 07:15:00,13.008,12.523,11.391,10.585,
1663,20/05/2019 07:30:00,13.001,12.515,11.393,10.586,
1664,20/05/2019 07:45:00,12.995,12.509,11.396,10.589,
1665,20/05/2019 08:00:00,12.992,12.503,11.397,10.591,
1666,20/05/2019 08:15:00,12.992,12.497,11.399,10.594,
1667,20/05/2019 08:30:00,12.995,12.491,11.4,10.595,
1668,20/05/2019 08:45:00,12.999,12.485,11.402,10.599,
1669,20/05/2019 09:00:00,13.002,12.479,11.403,10.6,
1670,20/05/2019 09:15:00,13.005,12.474,11.405,10.603,
1671,20/05/2019 09:30:00,13.01,12.47,11.405,10.605,
1672,20/05/2019 09:45:00,13.017,12.467,11.406,10.608,
1673,20/05/2019 10:00:00,13.031,12.462,11.408,10.609,
1674,20/05/2019 10:15:00,13.048,12.459,11.409,10.612,
1675,20/05/2019 10:30:00,13.067,12.458,11.409,10.614,
1676,20/05/2019 10:45:00,13.093,12.455,11.411,10.617,
1677,20/05/2019 11:00:00,13.124,12.453,11.412,10.618,
