k,k2,l,l2,RMSE1,MAE1,PBias1,KGE1,RMSE2,MAE2,PBias2,KGE2,RMSE3,MAE3,PBias3,KGE3
4.641588833612772e-13,1e-15,3.333333333333333,2.0,0.8228197815721997,0.649124292246343,-0.05925875164096512,0.3504502929079709,0.5133742061648997,0.4051650367654749,-0.2633813401952869,0.23417150972164313,0.2883032934794498,0.2241693200414326,-0.0062492392969821,0.14192002244196478
4.641588833612772e-13,1e-15,3.333333333333333,2.6666666666666665,0.8230750252238872,0.6493240606419164,-0.05968798955525352,0.3505592061762496,0.5223338355710155,0.412295208555585,-0.27140391453702184,0.23826648446199528,0.31116801116422954,0.24189497584681932,-0.02008027502052926,0.15316821196648045
4.641588833612772e-13,1e-15,3.333333333333333,3.333333333333333,0.8232919421125053,0.6494941643152421,-0.0599417165895595,0.3506517192219085,0.5289427780897854,0.41754394930978006,-0.2761314141672953,0.24128527427367719,0.3257288845747275,0.25314414159586357,-0.028195883846102273,0.1603309975872239
4.641588833612772e-13,1e-15,3.333333333333333,4.0,0.8234711947205844,0.6496347239465547,-0.060113144241590935,0.3507281520394906,0.5339941604212992,0.42154466534803275,-0.2793179693610174,0.24359191757545962,0.3359084075003563,0.26099008465141316,-0.033651189339089504,0.16533835135568709
4.641588833612772e-13,1e-15,4.0,2.0,0.8243944982279957,0.650390438027802,-0.0597066972607894,0.35112123941895046,0.5277057275182315,0.4165324538310234,-0.26850079886384937,0.24071342224304704,0.29625808217588323,0.23035938329279765,-0.009698148139113922,0.14583539872571571
4.641588833612772e-13,1e-15,4.0,2.6666666666666665,0.824717328871247,0.6506433872342573,-0.06013307699652973,0.35125893336315284,0.5376069199464215,0.42439373223019217,-0.27646195437112225,0.2452371503333134,0.3194747425926742,0.24833658995031213,-0.02345593809561445,0.1572566162116441
4.641588833612772e-13,1e-15,4.0,3.333333333333333,0.8249786102686759,0.6508482650574703,-0.060384472229093336,0.3513703369475454,0.5447746553042645,0.4300671831380977,-0.28114235177292,0.2485103086515903,0.3341627252134266,0.2596761583381544,-0.0315160241597926,0.1644818444299735
4.641588833612772e-13,1e-15,4.0,4.0,0.8251892103363109,0.6510134674053679,-0.06055402201227871,0.35146011688143186,0.5501897473415108,0.4343490604112515,-0.2842921548554855,0.25098246516857525,0.3443805822889331,0.267552721797665,-0.03692837171171019,0.16950798971170822
4.641588833612772e-13,4.641588833612772e-15,2.0,2.0,0.8174244240342157,0.6448000331369979,-0.05842980588299087,0.3481514486015096,0.4650521406533697,0.3667811288487357,-0.255952753411846,0.21211713026932133,0.2597210027105599,0.2017285774523044,-0.006588385746475727,0.12784611860370598
4.641588833612772e-13,4.641588833612772e-15,2.0,2.6666666666666665,0.8174477239749864,0.6448161456973366,-0.058796118278652866,0.34816155373889834,0.4701098404571758,0.37087841883028105,-0.26286419487531654,0.2144324778954364,0.2806118417730904,0.2180098503847494,-0.018418349452981042,0.13812362768654274
4.641588833612772e-13,4.641588833612772e-15,2.0,3.333333333333333,0.8175044005112195,0.64485963245701,-0.059014550448897585,0.3481858101320956,0.47424440795364947,0.3741938027445515,-0.26696735285401346,0.21632307649770255,0.29423386926011763,0.2285917051825398,-0.02538087918063314,0.144825010302014
4.641588833612772e-13,4.641588833612772e-15,2.0,4.0,0.8175657627207463,0.6449073147753147,-0.059163058809224685,0.3482120287153124,0.47758870913782403,0.37687144846901327,-0.269747351840296,0.21785154196699663,0.3039176742317001,0.23610037675825984,-0.030070335127002745,0.14958890883934417
4.641588833612772e-13,4.641588833612772e-15,2.6666666666666665,2.0,0.820833055108968,0.6475334918752302,-0.05940974233252917,0.34960391413006264,0.49583335949059565,0.3912734776166295,-0.26704499320573993,0.22616943148802826,0.2779345275597397,0.2159773645800912,-0.014009509986098873,0.13681070366086567
4.641588833612772e-13,4.641588833612772e-15,2.6666666666666665,2.6666666666666665,0.8209825280331534,0.6476496482831967,-0.05977536189943966,0.3496677596959379,0.5031454693853484,0.3971234578797904,-0.27389547597251757,0.22951207632821646,0.30007593876748556,0.23319339477626932,-0.025738296612677167,0.1477032637207112
4.641588833612772e-13,4.641588833612772e-15,2.6666666666666665,3.333333333333333,0.8211279046489874,0.6477632625566974,-0.05999224267419606,0.3497297938220185,0.5087371731073043,0.4015827543720477,-0.27794099712430403,0.23206657098906014,0.3143366360513165,0.2442478925987501,-0.03261599092312304,0.15471867059292832
4.641588833612772e-13,4.641588833612772e-15,2.6666666666666665,4.0,0.821255346737015,0.6478629835800888,-0.06013910510963309,0.34978415496186344,0.513101876045965,0.40504763144622524,-0.280671153878407,0.23405988892624108,0.3243858158839727,0.2520187422168382,-0.037235891480359926,0.15966217328699894
4.641588833612772e-13,4.641588833612772e-15,3.333333333333333,2.0,0.8230242274220072,0.6492923224447724,-0.059975443272383536,0.35053752753860334,0.5158167375036503,0.4071357394579136,-0.2734786188065785,0.23529079410762677,0.2893268237405774,0.22486185446418405,-0.018346113341749383,0.1424181545385811
4.641588833612772e-13,4.641588833612772e-15,3.333333333333333,2.6666666666666665,0.8232642136599437,0.6494798983088439,-0.06033866054313444,0.3506399211739356,0.5245123808867577,0.4140558232986521,-0.2802629515301422,0.2392637495236416,0.31207301942866056,0.24252076222388902,-0.0299888018887139,0.15360815148664186
4.641588833612772e-13,4.641588833612772e-15,3.333333333333333,3.333333333333333,0.823470909615242,0.6496418221530106,-0.06055323438115483,0.35072806859507033,0.5309600520908143,0.41918101282538794,-0.28425404624080375,0.24220811706960532,0.32659861638096604,0.25376147906196767,-0.036798705074985165,0.16075378848129973
4.641588833612772e-13,4.641588833612772e-15,3.333333333333333,4.0,0.8236427739895831,0.6497765040973379,-0.0606981015405854,0.3508013464220646,0.5359025531813273,0.42309450223386147,-0.2869401246617319,0.2444645558211458,0.3367701274828981,0.26161718798543454,-0.04136498363549633,0.16575740093770375
4.641588833612772e-13,4.641588833612772e-15,4.0,2.0,0.8245774326759783,0.6505406546699978,-0.06035080926871931,0.351199283521584,0.5299663099627528,0.4183520546427726,-0.2777659896949542,0.2417487200130075,0.2972050707247053,0.2309865505780519,-0.021251138519048852,0.14629606362553682
4.641588833612772e-13,4.641588833612772e-15,4.0,2.6666666666666665,0.8248838082756851,0.6507804210865742,-0.060711378244213604,0.3513299494310005,0.539582428402095,0.425986246281798,-0.28449120670669925,0.2461409464269554,0.3202751200284152,0.24887741104778935,-0.032823129811480486,0.15764533502171374
4.641588833612772e-13,4.641588833612772e-15,4.0,3.333333333333333,0.8251341936913318,0.6509766713509504,-0.06092371160490152,0.3514367010077112,0.5465775948628965,0.4315243337466956,-0.2884362745331316,0.24933461895054887,0.33491179080101036,0.260197668454072,-0.0395792806322321,0.16484556817704976
4.641588833612772e-13,4.641588833612772e-15,4.0,4.0,0.825336982951151,0.6511356530582567,-0.06106674612718125,0.3515231467970097,0.5518769318383359,0.4357175658967241,-0.29108619156539967,0.2517535002668636,0.34511118521535206,0.2680711121067042,-0.044103941373574714,0.16986286095318082
4.641588833612772e-13,2.1544346900318866e-14,2.0,2.0,0.8183748770459809,0.6455893632364197,-0.0626398076815694,0.34855733093200436,0.4749635940600855,0.37505215670857617,-0.31332072604003675,0.21666520723283356,0.27128913801992854,0.2108703107403819,-0.0685600919167468,0.13349225648953467
4.641588833612772e-13,2.1544346900318866e-14,2.0,2.6666666666666665,0.8184199772983052,0.6456235106020309,-0.06273897279025444,0.34857663578986864,0.4803820028747443,0.379388706304616,-0.3150471863243397,0.21913845484598915,0.2917112979299752,0.22679321280679926,-0.07077542205346488,0.14354266517749092
