T3-475;Date;T-10 (øC);T-20 (øC);T-30 (øC);T-40 (øC)
6607;29/05/2022 13:15:00;12,829;12,885;12,984;13,014
6608;29/05/2022 13:30:00;12,825;12,877;12,978;13,01
6609;29/05/2022 13:45:00;12,821;12,871;12,974;13,007
6610;29/05/2022 14:00:00;12,818;12,865;12,968;13,004
6611;29/05/2022 14:15:00;12,817;12,861;12,962;13,001
6612;29/05/2022 14:30:00;12,814;12,855;12,957;12,998
6613;29/05/2022 14:45:00;12,812;12,85;12,951;12,993
6614;29/05/2022 15:00:00;12,811;12,847;12,947;12,99
6615;29/05/2022 15:15:00;12,811;12,843;12,942;12,987
6616;29/05/2022 15:30:00;12,809;12,84;12,938;12,984
6617;29/05/2022 15:45:00;12,809;12,837;12,933;12,98
6618;29/05/2022 16:00:00;12,808;12,834;12,929;12,977
6619;29/05/2022 16:15:00;12,808;12,831;12,924;12,974
6620;29/05/2022 16:30:00;12,808;12,829;12,919;12,971
6621;29/05/2022 16:45:00;12,808;12,826;12,916;12,966
6622;29/05/2022 17:00:00;12,808;12,825;12,912;12,963
6623;29/05/2022 17:15:00;12,809;12,825;12,909;12,96
6624;29/05/2022 17:30:00;12,809;12,823;12,906;12,957
6625;29/05/2022 17:45:00;12,809;12,821;12,903;12,954
6626;29/05/2022 18:00:00;12,811;12,821;12,9;12,951
6627;29/05/2022 18:15:00;12,811;12,821;12,897;12,948
6628;29/05/2022 18:30:00;12,811;12,82;12,895;12,945
6629;29/05/2022 18:45:00;12,812;12,82;12,892;12,942
6630;29/05/2022 19:00:00;12,812;12,82;12,889;12,939
6631;29/05/2022 19:15:00;12,812;12,82;12,888;12,936
6632;29/05/2022 19:30:00;12,812;12,82;12,886;12,933
6633;29/05/2022 19:45:00;12,812;12,82;12,883;12,93
6634;29/05/2022 20:00:00;12,812;12,821;12,882;12,929
6635;29/05/2022 20:15:00;12,812;12,821;12,88;12,925
6636;29/05/2022 20:30:00;12,812;12,821;12,879;12,922
6637;29/05/2022 20:45:00;12,811;12,821;12,877;12,921
6638;29/05/2022 21:00:00;12,811;12,821;12,876;12,918
6639;29/05/2022 21:15:00;12,809;12,821;12,876;12,916
6640;29/05/2022 21:30:00;12,808;12,821;12,874;12,913
6641;29/05/2022 21:45:00;12,806;12,823;12,873;12,912
6642;29/05/2022 22:00:00;12,805;12,821;12,871;12,909
6643;29/05/2022 22:15:00;12,802;12,821;12,87;12,907
6644;29/05/2022 22:30:00;12,8;12,821;12,87;12,906
6645;29/05/2022 22:45:00;12,797;12,821;12,868;12,903
6646;29/05/2022 23:00:00;12,793;12,82;12,867;12,901
6647;29/05/2022 23:15:00;12,79;12,82;12,867;12,9
6648;29/05/2022 23:30:00;12,785;12,818;12,865;12,898
6649;29/05/2022 23:45:00;12,781;12,817;12,864;12,897
6650;30/05/2022 00:00:00;12,776;12,815;12,864;12,894
6651;30/05/2022 00:15:00;12,77;12,814;12,862;12,892
6652;30/05/2022 00:30:00;12,764;12,811;12,861;12,891
6653;30/05/2022 00:45:00;12,758;12,808;12,859;12,889
6654;30/05/2022 01:00:00;12,751;12,805;12,858;12,888
6655;30/05/2022 01:15:00;12,743;12,802;12,856;12,885
6656;30/05/2022 01:30:00;12,736;12,799;12,855;12,883
6657;30/05/2022 01:45:00;12,728;12,794;12,852;12,882
6658;30/05/2022 02:00:00;12,72;12,791;12,85;12,88
6659;30/05/2022 02:15:00;12,711;12,785;12,849;12,879
6660;30/05/2022 02:30:00;12,702;12,781;12,847;12,877
6661;30/05/2022 02:45:00;12,693;12,776;12,844;12,876
6662;30/05/2022 03:00:00;12,683;12,77;12,843;12,874
6663;30/05/2022 03:15:00;12,672;12,764;12,84;12,873
6664;30/05/2022 03:30:00;12,662;12,758;12,837;12,871
6665;30/05/2022 03:45:00;12,651;12,751;12,834;12,87
6666;30/05/2022 04:00:00;12,64;12,743;12,831;12,868
6667;30/05/2022 04:15:00;12,628;12,736;12,828;12,865
6668;30/05/2022 04:30:00;12,618;12,726;12,823;12,864
6669;30/05/2022 04:45:00;12,606;12,719;12,82;12,862
6670;30/05/2022 05:00:00;12,594;12,708;12,815;12,859
6671;30/05/2022 05:15:00;12,582;12,699;12,811;12,858
6672;30/05/2022 05:30:00;12,57;12,69;12,806;12,855
6673;30/05/2022 05:45:00;12,557;12,68;12,8;12,853
6674;30/05/2022 06:00:00;12,545;12,669;12,796;12,85
6675;30/05/2022 06:15:00;12,533;12,659;12,79;12,847
6676;30/05/2022 06:30:00;12,523;12,648;12,785;12,846
6677;30/05/2022 06:45:00;12,511;12,637;12,779;12,843
6678;30/05/2022 07:00:00;12,499;12,625;12,773;12,84
6679;30/05/2022 07:15:00;12,488;12,615;12,767;12,837
6680;30/05/2022 07:30:00;12,476;12,604;12,761;12,834
6681;30/05/2022 07:45:00;12,465;12,592;12,754;12,831
6682;30/05/2022 08:00:00;12,456;12,582;12,748;12,828
6683;30/05/2022 08:15:00;12,446;12,571;12,742;12,825
6684;30/05/2022 08:30:00;12,435;12,559;12,734;12,82
6685;30/05/2022 08:45:00;12,426;12,548;12,726;12,817
6686;30/05/2022 09:00:00;12,417;12,538;12,719;12,812
6687;30/05/2022 09:15:00;12,409;12,527;12,711;12,809
6688;30/05/2022 09:30:00;12,4;12,517;12,704;12,805
6689;30/05/2022 09:45:00;12,393;12,508;12,698;12,802
6690;30/05/2022 10:00:00;12,385;12,497;12,69;12,797
6691;30/05/2022 10:15:00;12,379;12,488;12,683;12,793
6692;30/05/2022 10:30:00;12,373;12,479;12,675;12,788
6693;30/05/2022 10:45:00;12,367;12,471;12,668;12,784
6694;30/05/2022 11:00:00;12,363;12,462;12,662;12,779
6695;30/05/2022 11:15:00;12,358;12,455;12,654;12,775
6696;30/05/2022 11:30:00;12,354;12,447;12,647;12,77
6697;30/05/2022 11:45:00;12,351;12,441;12,64;12,766
6698;30/05/2022 12:00:00;12,349;12,434;12,633;12,761
6699;30/05/2022 12:15:00;12,346;12,429;12,627;12,757
6700;30/05/2022 12:30:00;12,344;12,423;12,621;12,752
6701;30/05/2022 12:45:00;12,344;12,419;12,615;12,748
6702;30/05/2022 13:00:00;12,343;12,414;12,609;12,743
6703;30/05/2022 13:15:00;12,344;12,409;12,603;12,739
6704;30/05/2022 13:30:00;12,344;12,406;12,597;12,734
6705;30/05/2022 13:45:00;12,346;12,403;12,592;12,73
6706;30/05/2022 14:00:00;12,348;12,402;12,586;12,725
6707;30/05/2022 14:15:00;12,349;12,399;12,582;12,72
6708;30/05/2022 14:30:00;12,352;12,399;12,577;12,716
6709;30/05/2022 14:45:00;12,355;12,397;12,574;12,711
6710;30/05/2022 15:00:00;12,358;12,397;12,57;12,707
6711;30/05/2022 15:15:00;12,363;12,397;12,567;12,702
6712;30/05/2022 15:30:00;12,367;12,397;12,562;12,698
6713;30/05/2022 15:45:00;12,372;12,399;12,559;12,695
6714;30/05/2022 16:00:00;12,376;12,4;12,556;12,69
6715;30/05/2022 16:15:00;12,381;12,402;12,553;12,686
6716;30/05/2022 16:30:00;12,387;12,405;12,551;12,683
6717;30/05/2022 16:45:00;12,393;12,408;12,55;12,678
6718;30/05/2022 17:00:00;12,399;12,411;12,547;12,675
6719;30/05/2022 17:15:00;12,405;12,414;12,545;12,672
6720;30/05/2022 17:30:00;12,411;12,419;12,545;12,668
6721;30/05/2022 17:45:00;12,417;12,422;12,544;12,665
6722;30/05/2022 18:00:00;12,425;12,428;12,544;12,662
6723;30/05/2022 18:15:00;12,432;12,432;12,542;12,659
6724;30/05/2022 18:30:00;12,438;12,437;12,542;12,656
6725;30/05/2022 18:45:00;12,446;12,443;12,542;12,653
6726;30/05/2022 19:00:00;12,453;12,449;12,544;12,651
6727;30/05/2022 19:15:00;12,461;12,455;12,544;12,648
6728;30/05/2022 19:30:00;12,467;12,459;12,545;12,645
6729;30/05/2022 19:45:00;12,474;12,465;12,545;12,644
6730;30/05/2022 20:00:00;12,482;12,471;12,547;12,64
6731;30/05/2022 20:15:00;12,488;12,479;12,548;12,639
6732;30/05/2022 20:30:00;12,496;12,485;12,55;12,637
6733;30/05/2022 20:45:00;12,502;12,491;12,551;12,636
6734;30/05/2022 21:00:00;12,508;12,497;12,553;12,634
6735;30/05/2022 21:15:00;12,514;12,505;12,556;12,633
6736;30/05/2022 21:30:00;12,52;12,511;12,557;12,631
6737;30/05/2022 21:45:00;12,526;12,517;12,559;12,63
6738;30/05/2022 22:00:00;12,53;12,523;12,562;12,628
6739;30/05/2022 22:15:00;12,536;12,529;12,564;12,628
6740;30/05/2022 22:30:00;12,541;12,535;12,567;12,627
6741;30/05/2022 22:45:00;12,544;12,541;12,57;12,627
6742;30/05/2022 23:00:00;12,548;12,545;12,571;12,625
6743;30/05/2022 23:15:00;12,551;12,551;12,574;12,625
6744;30/05/2022 23:30:00;12,554;12,556;12,577;12,625
6745;30/05/2022 23:45:00;12,557;12,56;12,58;12,625
6746;31/05/2022 00:00:00;12,559;12,565;12,582;12,624
6747;31/05/2022 00:15:00;12,56;12,57;12,585;12,624
6748;31/05/2022 00:30:00;12,562;12,573;12,588;12,624
6749;31/05/2022 00:45:00;12,562;12,577;12,589;12,624
6750;31/05/2022 01:00:00;12,562;12,58;12,592;12,624
6751;31/05/2022 01:15:00;12,562;12,582;12,594;12,624
6752;31/05/2022 01:30:00;12,56;12,585;12,595;12,624
6753;31/05/2022 01:45:00;12,557;12,586;12,598;12,624
6754;31/05/2022 02:00:00;12,556;12,588;12,6;12,624
6755;31/05/2022 02:15:00;12,554;12,589;12,601;12,625
6756;31/05/2022 02:30:00;12,551;12,589;12,603;12,625
6757;31/05/2022 02:45:00;12,547;12,589;12,604;12,625
6758;31/05/2022 03:00:00;12,542;12,588;12,606;12,625
6759;31/05/2022 03:15:00;12,538;12,588;12,606;12,625
6760;31/05/2022 03:30:00;12,533;12,586;12,607;12,625
6761;31/05/2022 03:45:00;12,527;12,583;12,607;12,625
6762;31/05/2022 04:00:00;12,523;12,582;12,607;12,625
6763;31/05/2022 04:15:00;12,515;12,579;12,609;12,627
6764;31/05/2022 04:30:00;12,511;12,576;12,609;12,627
6765;31/05/2022 04:45:00;12,505;12,573;12,609;12,627
6766;31/05/2022 05:00:00;12,497;12,568;12,609;12,628
6767;31/05/2022 05:15:00;12,491;12,564;12,607;12,627
6768;31/05/2022 05:30:00;12,483;12,557;12,606;12,627
6769;31/05/2022 05:45:00;12,476;12,551;12,604;12,627
6770;31/05/2022 06:00:00;12,468;12,547;12,603;12,625
6771;31/05/2022 06:15:00;12,462;12,539;12,6;12,625
6772;31/05/2022 06:30:00;12,455;12,533;12,597;12,625
6773;31/05/2022 06:45:00;12,447;12,527;12,595;12,624
6774;31/05/2022 07:00:00;12,441;12,52;12,592;12,622
6775;31/05/2022 07:15:00;12,434;12,512;12,589;12,622
6776;31/05/2022 07:30:00;12,428;12,506;12,586;12,621
6777;31/05/2022 07:45:00;12,42;12,499;12,582;12,619
6778;31/05/2022 08:00:00;12,414;12,491;12,579;12,618
6779;31/05/2022 08:15:00;12,408;12,485;12,574;12,618
6780;31/05/2022 08:30:00;12,403;12,477;12,571;12,616
6781;31/05/2022 08:45:00;12,397;12,471;12,567;12,615
6782;31/05/2022 09:00:00;12,393;12,462;12,562;12,612
6783;31/05/2022 09:15:00;12,388;12,456;12,557;12,61
6784;31/05/2022 09:30:00;12,384;12,45;12,554;12,609
6785;31/05/2022 09:45:00;12,381;12,444;12,55;12,607
6786;31/05/2022 10:00:00;12,378;12,438;12,545;12,606
6787;31/05/2022 10:15:00;12,376;12,434;12,542;12,603
6788;31/05/2022 10:30:00;12,373;12,428;12,538;12,601
6789;31/05/2022 10:45:00;12,372;12,423;12,533;12,598
6790;31/05/2022 11:00:00;12,37;12,419;12,529;12,597
6791;31/05/2022 11:15:00;12,37;12,414;12,524;12,594
6792;31/05/2022 11:30:00;12,37;12,411;12,521;12,592
6793;31/05/2022 11:45:00;12,372;12,406;12,517;12,589
6794;31/05/2022 12:00:00;12,373;12,403;12,512;12,586
6795;31/05/2022 12:15:00;12,375;12,402;12,509;12,585
6796;31/05/2022 12:30:00;12,378;12,4;12,506;12,582
6797;31/05/2022 12:45:00;12,382;12,399;12,503;12,58
6798;31/05/2022 13:00:00;12,385;12,399;12,5;12,577
6799;31/05/2022 13:15:00;12,39;12,399;12,497;12,574
6800;31/05/2022 13:30:00;12,396;12,399;12,496;12,573
6801;31/05/2022 13:45:00;12,402;12,4;12,493;12,57
6802;31/05/2022 14:00:00;12,408;12,402;12,491;12,568
6803;31/05/2022 14:15:00;12,416;12,403;12,49;12,565
6804;31/05/2022 14:30:00;12,423;12,406;12,488;12,562
6805;31/05/2022 14:45:00;12,429;12,409;12,485;12,56
6806;31/05/2022 15:00:00;12,438;12,412;12,485;12,557
6807;31/05/2022 15:15:00;12,447;12,417;12,485;12,556
6808;31/05/2022 15:30:00;12,456;12,423;12,483;12,554
6809;31/05/2022 15:45:00;12,465;12,428;12,485;12,551
6810;31/05/2022 16:00:00;12,474;12,434;12,485;12,55
6811;31/05/2022 16:15:00;12,485;12,44;12,485;12,548
6812;31/05/2022 16:30:00;12,496;12,446;12,487;12,547
6813;31/05/2022 16:45:00;12,505;12,453;12,487;12,545
6814;31/05/2022 17:00:00;12,515;12,461;12,488;12,544
6815;31/05/2022 17:15:00;12,526;12,468;12,49;12,542
6816;31/05/2022 17:30:00;12,536;12,476;12,493;12,542
6817;31/05/2022 17:45:00;12,547;12,485;12,496;12,541
6818;31/05/2022 18:00:00;12,557;12,493;12,497;12,539
6819;31/05/2022 18:15:00;12,568;12,502;12,5;12,539
6820;31/05/2022 18:30:00;12,577;12,511;12,503;12,538
6821;31/05/2022 18:45:00;12,588;12,52;12,506;12,538
6822;31/05/2022 19:00:00;12,598;12,529;12,511;12,538
6823;31/05/2022 19:15:00;12,607;12,539;12,514;12,538
6824;31/05/2022 19:30:00;12,618;12,548;12,518;12,538
6825;31/05/2022 19:45:00;12,627;12,557;12,521;12,538
6826;31/05/2022 20:00:00;12,636;12,567;12,526;12,538
6827;31/05/2022 20:15:00;12,645;12,576;12,53;12,539
6828;31/05/2022 20:30:00;12,653;12,585;12,535;12,539
6829;31/05/2022 20:45:00;12,66;12,594;12,539;12,539
6830;31/05/2022 21:00:00;12,668;12,603;12,544;12,541
6831;31/05/2022 21:15:00;12,675;12,612;12,548;12,541
6832;31/05/2022 21:30:00;12,681;12,621;12,554;12,542
6833;31/05/2022 21:45:00;12,687;12,628;12,559;12,544
6834;31/05/2022 22:00:00;12,692;12,637;12,564;12,545
6835;31/05/2022 22:15:00;12,698;12,645;12,57;12,547
6836;31/05/2022 22:30:00;12,701;12,651;12,574;12,547
6837;31/05/2022 22:45:00;12,705;12,659;12,579;12,548
6838;31/05/2022 23:00:00;12,708;12,665;12,583;12,551
6839;31/05/2022 23:15:00;12,71;12,671;12,588;12,553
6840;31/05/2022 23:30:00;12,711;12,677;12,592;12,554
6841;31/05/2022 23:45:00;12,713;12,681;12,597;12,556
6842;01/06/2022 00:00:00;12,713;12,686;12,601;12,557
6843;01/06/2022 00:15:00;12,711;12,69;12,606;12,559
6844;01/06/2022 00:30:00;12,711;12,693;12,61;12,562
6845;01/06/2022 00:45:00;12,708;12,696;12,613;12,564
6846;01/06/2022 01:00:00;12,707;12,699;12,618;12,565
6847;01/06/2022 01:15:00;12,702;12,701;12,621;12,568
6848;01/06/2022 01:30:00;12,699;12,701;12,624;12,57
6849;01/06/2022 01:45:00;12,695;12,702;12,627;12,571
6850;01/06/2022 02:00:00;12,689;12,702;12,63;12,574
6851;01/06/2022 02:15:00;12,683;12,701;12,631;12,576
6852;01/06/2022 02:30:00;12,675;12,699;12,634;12,577
6853;01/06/2022 02:45:00;12,669;12,698;12,636;12,579
6854;01/06/2022 03:00:00;12,66;12,695;12,637;12,58
6855;01/06/2022 03:15:00;12,653;12,692;12,639;12,583
6856;01/06/2022 03:30:00;12,644;12,687;12,639;12,585
6857;01/06/2022 03:45:00;12,633;12,683;12,64;12,586
6858;01/06/2022 04:00:00;12,624;12,678;12,64;12,588
6859;01/06/2022 04:15:00;12,613;12,672;12,64;12,589
6860;01/06/2022 04:30:00;12,603;12,666;12,639;12,589
6861;01/06/2022 04:45:00;12,592;12,659;12,639;12,591
6862;01/06/2022 05:00:00;12,58;12,65;12,636;12,591
6863;01/06/2022 05:15:00;12,57;12,642;12,636;12,592
6864;01/06/2022 05:30:00;12,557;12,634;12,633;12,594
6865;01/06/2022 05:45:00;12,545;12,625;12,631;12,594
6866;01/06/2022 06:00:00;12,535;12,615;12,628;12,595
6867;01/06/2022 06:15:00;12,523;12,606;12,625;12,595
6868;01/06/2022 06:30:00;12,511;12,595;12,622;12,595
6869;01/06/2022 06:45:00;12,5;12,585;12,618;12,595
6870;01/06/2022 07:00:00;12,488;12,574;12,613;12,594
6871;01/06/2022 07:15:00;12,477;12,564;12,609;12,595
6872;01/06/2022 07:30:00;12,467;12,553;12,604;12,594
6873;01/06/2022 07:45:00;12,456;12,542;12,6;12,594
6874;01/06/2022 08:00:00;12,447;12,53;12,595;12,592
6875;01/06/2022 08:15:00;12,437;12,52;12,589;12,591
6876;01/06/2022 08:30:00;12,428;12,509;12,583;12,589
6877;01/06/2022 08:45:00;12,419;12,499;12,579;12,589
6878;01/06/2022 09:00:00;12,409;12,488;12,573;12,586
6879;01/06/2022 09:15:00;12,402;12,477;12,567;12,585
6880;01/06/2022 09:30:00;12,394;12,468;12,56;12,583
6881;01/06/2022 09:45:00;12,388;12,458;12,554;12,582
6882;01/06/2022 10:00:00;12,382;12,449;12,548;12,579
6883;01/06/2022 10:15:00;12,376;12,44;12,541;12,577
6884;01/06/2022 10:30:00;12,37;12,431;12,535;12,574
6885;01/06/2022 10:45:00;12,366;12,422;12,529;12,573
6886;01/06/2022 11:00:00;12,363;12,414;12,523;12,57
6887;01/06/2022 11:15:00;12,36;12,406;12,517;12,567
6888;01/06/2022 11:30:00;12,357;12,399;12,511;12,564
6889;01/06/2022 11:45:00;12,355;12,393;12,505;12,56
6890;01/06/2022 12:00:00;12,355;12,387;12,499;12,557
6891;01/06/2022 12:15:00;12,355;12,382;12,493;12,554
6892;01/06/2022 12:30:00;12,357;12,378;12,488;12,551
6893;01/06/2022 12:45:00;12,36;12,375;12,483;12,548
6894;01/06/2022 13:00:00;12,361;12,37;12,477;12,544
6895;01/06/2022 13:15:00;12,364;12,367;12,473;12,541
6896;01/06/2022 13:30:00;12,369;12,366;12,468;12,538
6897;01/06/2022 13:45:00;12,375;12,366;12,465;12,536
6898;01/06/2022 14:00:00;12,381;12,366;12,461;12,532
6899;01/06/2022 14:15:00;12,387;12,366;12,458;12,53
6900;01/06/2022 14:30:00;12,394;12,367;12,455;12,526
6901;01/06/2022 14:45:00;12,403;12,369;12,452;12,523
6902;01/06/2022 15:00:00;12,411;12,372;12,449;12,521
6903;01/06/2022 15:15:00;12,422;12,375;12,447;12,518
6904;01/06/2022 15:30:00;12,431;12,379;12,446;12,515
6905;01/06/2022 15:45:00;12,441;12,384;12,444;12,512
6906;01/06/2022 16:00:00;12,452;12,388;12,443;12,509
6907;01/06/2022 16:15:00;12,462;12,394;12,443;12,508
6908;01/06/2022 16:30:00;12,474;12,4;12,443;12,505
6909;01/06/2022 16:45:00;12,487;12,408;12,443;12,502
6910;01/06/2022 17:00:00;12,499;12,417;12,444;12,5
6911;01/06/2022 17:15:00;12,511;12,425;12,446;12,499
6912;01/06/2022 17:30:00;12,523;12,434;12,446;12,497
6913;01/06/2022 17:45:00;12,535;12,443;12,449;12,494
6914;01/06/2022 18:00:00;12,547;12,452;12,45;12,493
6915;01/06/2022 18:15:00;12,56;12,461;12,453;12,491
6916;01/06/2022 18:30:00;12,573;12,471;12,456;12,491
6917;01/06/2022 18:45:00;12,585;12,483;12,459;12,49
6918;01/06/2022 19:00:00;12,598;12,494;12,464;12,49
6919;01/06/2022 19:15:00;12,61;12,505;12,467;12,49
6920;01/06/2022 19:30:00;12,622;12,517;12,471;12,488
6921;01/06/2022 19:45:00;12,634;12,529;12,476;12,488
6922;01/06/2022 20:00:00;12,647;12,539;12,482;12,49
6923;01/06/2022 20:15:00;12,659;12,551;12,487;12,49
6924;01/06/2022 20:30:00;12,669;12,564;12,493;12,49
6925;01/06/2022 20:45:00;12,68;12,574;12,497;12,49
6926;01/06/2022 21:00:00;12,69;12,586;12,503;12,491
6927;01/06/2022 21:15:00;12,699;12,598;12,509;12,493
6928;01/06/2022 21:30:00;12,71;12,609;12,515;12,494
6929;01/06/2022 21:45:00;12,719;12,621;12,521;12,494
6930;01/06/2022 22:00:00;12,726;12,631;12,527;12,496
6931;01/06/2022 22:15:00;12,734;12,642;12,535;12,499
6932;01/06/2022 22:30:00;12,742;12,651;12,541;12,5
6933;01/06/2022 22:45:00;12,749;12,662;12,547;12,502
6934;01/06/2022 23:00:00;12,755;12,671;12,553;12,503
6935;01/06/2022 23:15:00;12,76;12,68;12,559;12,506
6936;01/06/2022 23:30:00;12,764;12,689;12,565;12,508
6937;01/06/2022 23:45:00;12,77;12,696;12,571;12,511
6938;02/06/2022 00:00:00;12,773;12,705;12,579;12,512
6939;02/06/2022 00:15:00;12,776;12,711;12,585;12,515
6940;02/06/2022 00:30:00;12,779;12,719;12,589;12,518
6941;02/06/2022 00:45:00;12,781;12,725;12,595;12,52
6942;02/06/2022 01:00:00;12,781;12,731;12,601;12,523
6943;02/06/2022 01:15:00;12,782;12,736;12,606;12,526
6944;02/06/2022 01:30:00;12,781;12,74;12,612;12,529
6945;02/06/2022 01:45:00;12,781;12,745;12,616;12,532
6946;02/06/2022 02:00:00;12,779;12,748;12,621;12,533
6947;02/06/2022 02:15:00;12,776;12,751;12,625;12,536
6948;02/06/2022 02:30:00;12,773;12,752;12,63;12,539
6949;02/06/2022 02:45:00;12,77;12,754;12,634;12,542
6950;02/06/2022 03:00:00;12,766;12,755;12,637;12,545
6951;02/06/2022 03:15:00;12,761;12,755;12,642;12,548
6952;02/06/2022 03:30:00;12,757;12,755;12,645;12,55
6953;02/06/2022 03:45:00;12,751;12,754;12,648;12,553
6954;02/06/2022 04:00:00;12,745;12,752;12,65;12,556
6955;02/06/2022 04:15:00;12,737;12,751;12,653;12,559
6956;02/06/2022 04:30:00;12,731;12,748;12,654;12,56
6957;02/06/2022 04:45:00;12,723;12,743;12,656;12,564
6958;02/06/2022 05:00:00;12,716;12,74;12,656;12,565
6959;02/06/2022 05:15:00;12,708;12,736;12,657;12,567
6960;02/06/2022 05:30:00;12,701;12,73;12,657;12,57
6961;02/06/2022 05:45:00;12,693;12,725;12,657;12,571
6962;02/06/2022 06:00:00;12,686;12,719;12,657;12,573
6963;02/06/2022 06:15:00;12,677;12,711;12,656;12,574
6964;02/06/2022 06:30:00;12,671;12,705;12,656;12,576
6965;02/06/2022 06:45:00;12,663;12,698;12,654;12,577
6966;02/06/2022 07:00:00;12,656;12,69;12,653;12,579
6967;02/06/2022 07:15:00;12,648;12,684;12,65;12,58
6968;02/06/2022 07:30:00;12,64;12,677;12,648;12,58
6969;02/06/2022 07:45:00;12,634;12,669;12,645;12,582
6970;02/06/2022 08:00:00;12,628;12,662;12,642;12,582
6971;02/06/2022 08:15:00;12,622;12,653;12,639;12,582
6972;02/06/2022 08:30:00;12,616;12,645;12,636;12,582
6973;02/06/2022 08:45:00;12,612;12,639;12,633;12,583
6974;02/06/2022 09:00:00;12,607;12,631;12,628;12,583
6975;02/06/2022 09:15:00;12,603;12,624;12,625;12,582
6976;02/06/2022 09:30:00;12,6;12,616;12,622;12,582
6977;02/06/2022 09:45:00;12,597;12,61;12,618;12,582
6978;02/06/2022 10:00:00;12,594;12,604;12,615;12,582
6979;02/06/2022 10:15:00;12,592;12,598;12,61;12,58
6980;02/06/2022 10:30:00;12,591;12,592;12,606;12,58
6981;02/06/2022 10:45:00;12,591;12,588;12,603;12,579
6982;02/06/2022 11:00:00;12,591;12,583;12,598;12,577
6983;02/06/2022 11:15:00;12,591;12,579;12,595;12,577
6984;02/06/2022 11:30:00;12,592;12,576;12,591;12,576
6985;02/06/2022 11:45:00;12,595;12,573;12,588;12,574
6986;02/06/2022 12:00:00;12,598;12,57;12,585;12,573
6987;02/06/2022 12:15:00;12,601;12,568;12,582;12,571
6988;02/06/2022 12:30:00;12,606;12,567;12,579;12,57
6989;02/06/2022 12:45:00;12,61;12,565;12,576;12,568
6990;02/06/2022 13:00:00;12,616;12,565;12,573;12,567
6991;02/06/2022 13:15:00;12,622;12,565;12,571;12,565
6992;02/06/2022 13:30:00;12,63;12,567;12,57;12,564
6993;02/06/2022 13:45:00;12,637;12,568;12,568;12,562
6994;02/06/2022 14:00:00;12,645;12,571;12,567;12,56
6995;02/06/2022 14:15:00;12,654;12,574;12,565;12,56
6996;02/06/2022 14:30:00;12,663;12,577;12,564;12,559
6997;02/06/2022 14:45:00;12,672;12,582;12,564;12,557
6998;02/06/2022 15:00:00;12,683;12,586;12,564;12,556
6999;02/06/2022 15:15:00;12,693;12,591;12,564;12,554
7000;02/06/2022 15:30:00;12,704;12,597;12,564;12,554
7001;02/06/2022 15:45:00;12,714;12,604;12,565;12,553
7002;02/06/2022 16:00:00;12,726;12,61;12,565;12,553
7003;02/06/2022 16:15:00;12,739;12,618;12,567;12,551
7004;02/06/2022 16:30:00;12,751;12,625;12,57;12,551
7005;02/06/2022 16:45:00;12,764;12,634;12,571;12,55
7006;02/06/2022 17:00:00;12,776;12,644;12,574;12,55
7007;02/06/2022 17:15:00;12,79;12,653;12,577;12,55
7008;02/06/2022 17:30:00;12,803;12,662;12,58;12,55
7009;02/06/2022 17:45:00;12,817;12,672;12,583;12,55
7010;02/06/2022 18:00:00;12,831;12,683;12,586;12,55
7011;02/06/2022 18:15:00;12,844;12,693;12,591;12,55
7012;02/06/2022 18:30:00;12,858;12,704;12,595;12,551
7013;02/06/2022 18:45:00;12,871;12,714;12,6;12,551
7014;02/06/2022 19:00:00;12,885;12,726;12,604;12,551
7015;02/06/2022 19:15:00;12,898;12,739;12,609;12,553
7016;02/06/2022 19:30:00;12,913;12,751;12,615;12,554
7017;02/06/2022 19:45:00;12,927;12,763;12,621;12,556
7018;02/06/2022 20:00:00;12,941;12,775;12,627;12,557
7019;02/06/2022 20:15:00;12,954;12,787;12,633;12,559
7020;02/06/2022 20:30:00;12,968;12,8;12,639;12,56
7021;02/06/2022 20:45:00;12,981;12,812;12,647;12,562
7022;02/06/2022 21:00:00;12,993;12,825;12,653;12,564
7023;02/06/2022 21:15:00;13,007;12,838;12,66;12,567
7024;02/06/2022 21:30:00;13,019;12,85;12,666;12,57
7025;02/06/2022 21:45:00;13,031;12,864;12,674;12,571
7026;02/06/2022 22:00:00;13,043;12,876;12,681;12,574
7027;02/06/2022 22:15:00;13,055;12,888;12,689;12,577
7028;02/06/2022 22:30:00;13,067;12,901;12,696;12,58
7029;02/06/2022 22:45:00;13,078;12,913;12,704;12,583
7030;02/06/2022 23:00:00;13,088;12,924;12,711;12,586
7031;02/06/2022 23:15:00;13,099;12,936;12,719;12,591
7032;02/06/2022 23:30:00;13,109;12,948;12,726;12,592
7033;02/06/2022 23:45:00;13,118;12,959;12,736;12,597
7034;03/06/2022 00:00:00;13,127;12,969;12,743;12,6
7035;03/06/2022 00:15:00;13,136;12,98;12,751;12,603
7036;03/06/2022 00:30:00;13,144;12,99;12,758;12,607
7037;03/06/2022 00:45:00;13,151;13,001;12,766;12,612
7038;03/06/2022 01:00:00;13,159;13,01;12,773;12,615
7039;03/06/2022 01:15:00;13,165;13,019;12,781;12,619
7040;03/06/2022 01:30:00;13,172;13,028;12,788;12,624
7041;03/06/2022 01:45:00;13,178;13,037;12,794;12,627
7042;03/06/2022 02:00:00;13,183;13,044;12,802;12,631
