case,pm,gradient,model,t_s,value
TH2,PM2,0.09,8,90000,-2.19993e-06
TH2,PM2,0.09,8,91500,-5.99929e-07
TH2,PM2,0.09,8,93000,-1.99929e-07
TH2,PM2,0.09,8,94500,7.10543e-11
TH2,PM2,0.09,8,96000,7.10543e-11
TH2,PM2,0.09,8,97500,7.10543e-11
TH2,PM2,0.09,8,99000,7.10543e-11
TH2,PM2,0.09,8,100500,7.10543e-11
TH2,PM2,0.09,8,102000,7.10543e-11
TH2,PM2,0.09,8,103500,7.10543e-11
TH2,PM2,0.09,8,105000,7.10543e-11
TH2,PM2,0.09,8,106500,7.10543e-11
TH2,PM2,0.09,8,108000,7.10543e-11
TH2,PM2,0.09,8,109500,7.10543e-11
TH2,PM2,0.09,8,111000,7.10543e-11
TH2,PM2,0.09,8,112500,7.10543e-11
TH2,PM2,0.09,8,114000,7.10543e-11
TH2,PM2,0.09,8,115500,7.10543e-11
TH2,PM2,0.09,8,117000,7.10543e-11
TH2,PM2,0.09,8,118500,7.10543e-11
TH2,PM2,0.09,8,120000,7.10543e-11
TH2,PM2,0.09,8,121500,7.10543e-11
TH2,PM2,0.09,8,123000,7.10543e-11
TH2,PM2,0.09,8,124500,7.10543e-11
TH2,PM2,0.09,8,126000,7.10543e-11
TH2,PM2,0.09,8,127500,7.10543e-11
TH2,PM2,0.09,8,129000,7.10543e-11
TH2,PM2,0.09,8,130500,7.10543e-11
TH2,PM2,0.09,8,132000,7.10543e-11
TH2,PM2,0.09,8,133500,7.10543e-11
TH2,PM2,0.09,8,135000,7.10543e-11
TH2,PM2,0.09,8,136500,7.10543e-11
TH2,PM2,0.09,8,138000,7.10543e-11
TH2,PM2,0.09,8,139500,7.10543e-11
TH2,PM2,0.09,8,141000,7.10543e-11
TH2,PM2,0.09,8,142500,7.10543e-11
TH2,PM2,0.09,8,144000,7.10543e-11
TH2,PM2,0.09,8,145500,7.10543e-11
TH2,PM2,0.09,8,147000,7.10543e-11
TH2,PM2,0.09,8,148500,7.10543e-11
TH2,PM2,0.09,8,150000,7.10543e-11
TH2,PM2,0.09,8,151500,7.10543e-11
TH2,PM2,0.09,8,153000,7.10543e-11
TH2,PM2,0.09,8,154500,7.10543e-11
TH2,PM2,0.09,8,156000,7.10543e-11
TH2,PM2,0.09,8,157500,7.10543e-11
TH2,PM2,0.09,8,159000,7.10543e-11
TH2,PM2,0.09,8,160500,7.10543e-11
TH2,PM2,0.09,8,162000,7.10543e-11
TH2,PM2,0.09,8,163500,7.10543e-11
TH2,PM2,0.09,8,165000,7.10543e-11
TH2,PM2,0.09,8,166500,7.10543e-11
TH2,PM2,0.09,8,168000,7.10543e-11
TH2,PM2,0.09,8,169500,7.10543e-11
TH2,PM2,0.09,8,171000,7.10543e-11
TH2,PM2,0.09,8,172500,7.10543e-11
TH2,PM2,0.09,8,174000,7.10543e-11
TH2,PM2,0.09,8,175500,7.10543e-11
TH2,PM2,0.09,8,177000,7.10543e-11
TH2,PM2,0.09,8,178500,7.10543e-11
TH2,PM2,0.09,8,180000,7.10543e-11
TH2,PM2,0.09,8,181500,7.10543e-11
TH2,PM2,0.09,8,183000,7.10543e-11
TH2,PM2,0.09,8,184500,7.10543e-11
TH2,PM2,0.09,8,186000,7.10543e-11
TH2,PM2,0.09,8,187500,7.10543e-11
TH2,PM2,0.09,8,189000,7.10543e-11
TH2,PM2,0.09,8,190500,7.10543e-11
TH2,PM2,0.09,8,192000,7.10543e-11
TH2,PM2,0.09,8,193500,7.10543e-11
TH2,PM2,0.09,8,195000,7.10543e-11
TH2,PM2,0.09,8,196500,7.10543e-11
TH2,PM2,0.09,8,198000,7.10543e-11
TH2,PM2,0.09,8,199500,7.10543e-11
TH2,PM2,0.09,8,201000,7.10543e-11
TH2,PM2,0.09,8,202500,7.10543e-11
TH2,PM2,0.09,8,204000,7.10543e-11
TH2,PM2,0.09,8,205500,7.10543e-11
TH2,PM2,0.09,8,207000,7.10543e-11
TH2,PM2,0.09,8,208500,7.10543e-11
TH2,PM2,0.09,8,210000,7.10543e-11
TH2,PM2,0.09,8,211500,7.10543e-11
TH2,PM2,0.09,8,213000,7.10543e-11
TH2,PM2,0.09,8,214500,7.10543e-11
TH2,PM2,0.09,8,216000,7.10543e-11
TH2,PM2,0.09,8,217500,7.10543e-11
TH2,PM2,0.09,8,219000,7.10543e-11
TH2,PM2,0.09,8,220500,7.10543e-11
TH2,PM2,0.09,8,222000,7.10543e-11
TH2,PM2,0.09,8,223500,7.10543e-11
TH2,PM2,0.09,8,225000,7.10543e-11
TH2,PM2,0.09,8,226500,7.10543e-11
TH2,PM2,0.09,8,228000,7.10543e-11
TH2,PM2,0.09,8,229500,7.10543e-11
TH2,PM2,0.09,8,231000,7.10543e-11
TH2,PM2,0.09,8,232500,7.10543e-11
TH2,PM2,0.09,8,234000,7.10543e-11
TH2,PM2,0.09,8,235500,7.10543e-11
TH2,PM2,0.09,8,237000,7.10543e-11
TH2,PM2,0.09,8,238500,7.10543e-11
TH2,PM2,0.09,8,240000,7.10543e-11
TH2,PM2,0.09,8,241500,7.10543e-11
TH2,PM2,0.09,8,243000,7.10543e-11
TH2,PM2,0.09,8,244500,7.10543e-11
TH2,PM2,0.09,8,246000,7.10543e-11
TH2,PM2,0.09,8,247500,7.10543e-11
TH2,PM2,0.09,8,249000,7.10543e-11
TH2,PM2,0.09,8,250500,7.10543e-11
TH2,PM2,0.09,8,252000,7.10543e-11
TH2,PM2,0.09,8,253500,7.10543e-11
TH2,PM2,0.09,8,255000,7.10543e-11
TH2,PM2,0.09,8,256500,7.10543e-11
TH2,PM2,0.09,8,258000,7.10543e-11
TH2,PM2,0.09,8,259500,7.10543e-11
TH2,PM2,0.09,8,261000,7.10543e-11
TH2,PM2,0.09,8,262500,7.10543e-11
TH2,PM2,0.09,8,264000,7.10543e-11
TH2,PM2,0.09,8,265500,7.10543e-11
TH2,PM2,0.09,8,267000,7.10543e-11
TH2,PM2,0.09,8,268500,7.10543e-11
TH2,PM2,0.09,8,270000,7.10543e-11
TH2,PM2,0.09,8,271500,7.10543e-11
TH2,PM2,0.09,8,273000,7.10543e-11
TH2,PM2,0.09,8,274500,7.10543e-11
TH2,PM2,0.09,8,276000,7.10543e-11
TH2,PM2,0.09,8,277500,7.10543e-11
TH2,PM2,0.09,8,279000,7.10543e-11
TH2,PM2,0.09,8,280500,7.10543e-11
TH2,PM2,0.09,8,282000,7.10543e-11
TH2,PM2,0.09,8,283500,7.10543e-11
TH2,PM2,0.09,8,285000,7.10543e-11
TH2,PM2,0.09,8,286500,7.10543e-11
TH2,PM2,0.09,8,288000,7.10543e-11
TH2,PM2,0.09,8,289500,7.10543e-11
TH2,PM2,0.09,8,291000,7.10543e-11
TH2,PM2,0.09,8,292500,7.10543e-11
TH2,PM2,0.09,8,294000,7.10543e-11
TH2,PM2,0.09,8,295500,7.10543e-11
TH2,PM2,0.09,8,297000,7.10543e-11
TH2,PM2,0.09,8,298500,7.10543e-11
TH2,PM2,0.09,8,300000,7.10543e-11
TH2,PM2,0.09,9,0,0
TH2,PM2,0.09,9,600,-1.76125
TH2,PM2,0.09,9,1200,-1.64424
TH2,PM2,0.09,9,1800,-1.71687
TH2,PM2,0.09,9,2400,-1.69251
TH2,PM2,0.09,9,3600,-1.84451
TH2,PM2,0.09,9,4200,-1.84474
TH2,PM2,0.09,9,4800,-1.94572
TH2,PM2,0.09,9,5400,-2.00286
TH2,PM2,0.09,9,6000,-2.00295
TH2,PM2,0.09,9,6600,-1.98368
TH2,PM2,0.09,9,7200,-2.03254
TH2,PM2,0.09,9,7800,-2.03409
TH2,PM2,0.09,9,9000,-2.11013
TH2,PM2,0.09,9,9600,-2.08345
TH2,PM2,0.09,9,10200,-1.96736
TH2,PM2,0.09,9,10800,-1.99123
TH2,PM2,0.09,9,11400,-2.03262
TH2,PM2,0.09,9,12000,-2.05562
TH2,PM2,0.09,9,12600,-2.12901
TH2,PM2,0.09,9,13200,-2.55312
TH2,PM2,0.09,9,13800,-3.31107
TH2,PM2,0.09,9,15000,-7.48074
TH2,PM2,0.09,9,15600,-11.7062
TH2,PM2,0.09,9,16200,-18.0053
TH2,PM2,0.09,9,16800,-26.8106
TH2,PM2,0.09,9,17400,-38.6003
TH2,PM2,0.09,9,18000,-53.7183
TH2,PM2,0.09,9,18600,-72.015
TH2,PM2,0.09,9,19200,-93.3066
TH2,PM2,0.09,9,20400,-143.454
TH2,PM2,0.09,9,21000,-171.068
TH2,PM2,0.09,9,21600,-199.287
TH2,PM2,0.09,9,22200,-227.457
TH2,PM2,0.09,9,22800,-254.824
TH2,PM2,0.09,9,23400,-280.834
TH2,PM2,0.09,9,24000,-305.22
TH2,PM2,0.09,9,24600,-327.322
TH2,PM2,0.09,9,25200,-346.999
TH2,PM2,0.09,9,26400,-379.365
TH2,PM2,0.09,9,27000,-392.026
TH2,PM2,0.09,9,27600,-402.387
TH2,PM2,0.09,9,28200,-410.761
TH2,PM2,0.09,9,28800,-417.449
TH2,PM2,0.09,9,29400,-422.639
TH2,PM2,0.09,9,30000,-426.273
TH2,PM2,0.09,9,30600,-428.688
TH2,PM2,0.09,9,31800,-431.247
TH2,PM2,0.09,9,32400,-431.167
TH2,PM2,0.09,9,33000,-430.633
TH2,PM2,0.09,9,33600,-429.833
TH2,PM2,0.09,9,34200,-428.396
TH2,PM2,0.09,9,34800,-426.715
TH2,PM2,0.09,9,35400,-424.819
TH2,PM2,0.09,9,36000,-422.707
TH2,PM2,0.09,9,36600,-420.382
TH2,PM2,0.09,9,37800,-415.419
TH2,PM2,0.09,9,38400,-412.674
TH2,PM2,0.09,9,39000,-409.932
TH2,PM2,0.09,9,39600,-406.947
TH2,PM2,0.09,9,40200,-404.051
TH2,PM2,0.09,9,40800,-401.054
TH2,PM2,0.09,9,41400,-397.77
TH2,PM2,0.09,9,42000,-394.651
TH2,PM2,0.09,9,42600,-391.319
TH2,PM2,0.09,9,43800,-384.435
TH2,PM2,0.09,9,44400,-380.931
TH2,PM2,0.09,9,45000,-377.167
TH2,PM2,0.09,9,45600,-372.967
TH2,PM2,0.09,9,46200,-369.061
TH2,PM2,0.09,9,46800,-365.093
TH2,PM2,0.09,9,47400,-361.059
TH2,PM2,0.09,9,48000,-356.955
TH2,PM2,0.09,9,49200,-348.516
TH2,PM2,0.09,9,49800,-344.17
TH2,PM2,0.09,9,50400,-339.729
TH2,PM2,0.09,9,51000,-335.186
TH2,PM2,0.09,9,51600,-330.533
TH2,PM2,0.09,9,52200,-325.759
