case,pm,gradient,model,t_s,value
TH2,PM1,0.03,10,120000,3.32854
TH2,PM1,0.03,10,120000,3.38153
TH2,PM1,0.03,10,121000,3.43183
TH2,PM1,0.03,10,122000,3.48258
TH2,PM1,0.03,10,123000,3.53704
TH2,PM1,0.03,10,124000,3.58823
TH2,PM1,0.03,10,125000,3.6394
TH2,PM1,0.03,10,126000,3.69379
TH2,PM1,0.03,10,127000,3.74446
TH2,PM1,0.03,10,128000,3.79468
TH2,PM1,0.03,10,129000,3.8476
TH2,PM1,0.03,10,130000,3.89651
TH2,PM1,0.03,10,131000,3.9446
TH2,PM1,0.03,10,132000,3.99491
TH2,PM1,0.03,10,132000,4.04104
TH2,PM1,0.03,10,133000,4.0861
TH2,PM1,0.03,10,134000,4.1329
TH2,PM1,0.03,10,135000,4.17553
TH2,PM1,0.03,10,136000,4.21691
TH2,PM1,0.03,10,137000,4.25962
TH2,PM1,0.03,10,138000,4.29829
TH2,PM1,0.03,10,139000,4.33561
TH2,PM1,0.03,10,140000,4.37392
TH2,PM1,0.03,10,141000,4.40842
TH2,PM1,0.03,10,142000,4.44154
TH2,PM1,0.03,10,143000,4.47537
TH2,PM1,0.03,10,143000,4.50568
TH2,PM1,0.03,10,144000,4.53465
TH2,PM1,0.03,10,145000,4.5641
TH2,PM1,0.03,10,146000,4.59036
TH2,PM1,0.03,10,147000,4.61537
TH2,PM1,0.03,10,148000,4.64067
TH2,PM1,0.03,10,149000,4.66316
TH2,PM1,0.03,10,150000,4.68448
TH2,PM1,0.03,10,151000,4.70597
TH2,PM1,0.03,10,152000,4.725
TH2,PM1,0.03,10,153000,4.74299
TH2,PM1,0.03,10,154000,4.76106
TH2,PM1,0.03,10,155000,4.777
TH2,PM1,0.03,10,155000,4.79201
TH2,PM1,0.03,10,156000,4.80705
TH2,PM1,0.03,10,157000,4.82028
TH2,PM1,0.03,10,158000,4.83271
TH2,PM1,0.03,10,159000,4.84512
TH2,PM1,0.03,10,160000,4.85601
TH2,PM1,0.03,10,161000,4.86621
TH2,PM1,0.03,10,162000,4.87637
TH2,PM1,0.03,10,163000,4.88526
TH2,PM1,0.03,10,164000,4.89356
TH2,PM1,0.03,10,165000,4.90182
TH2,PM1,0.03,10,166000,4.90902
TH2,PM1,0.03,10,166000,4.91574
TH2,PM1,0.03,10,167000,4.9224
TH2,PM1,0.03,10,168000,4.9282
TH2,PM1,0.03,10,169000,4.93395
TH2,PM1,0.03,10,170000,4.93894
TH2,PM1,0.03,10,171000,4.94359
TH2,PM1,0.03,10,172000,4.94818
TH2,PM1,0.03,10,173000,4.95216
TH2,PM1,0.03,10,174000,4.95586
TH2,PM1,0.03,10,175000,4.9595
TH2,PM1,0.03,10,176000,4.96266
TH2,PM1,0.03,10,177000,4.96559
TH2,PM1,0.03,10,178000,4.96847
TH2,PM1,0.03,10,178000,4.97097
TH2,PM1,0.03,10,179000,4.97327
TH2,PM1,0.03,10,180000,4.97554
TH2,PM1,0.03,10,181000,4.9775
TH2,PM1,0.03,10,182000,4.97931
TH2,PM1,0.03,10,183000,4.98109
TH2,PM1,0.03,10,184000,4.98262
TH2,PM1,0.03,10,185000,4.98403
TH2,PM1,0.03,10,186000,4.98542
TH2,PM1,0.03,10,187000,4.98661
TH2,PM1,0.03,10,188000,4.98771
TH2,PM1,0.03,10,189000,4.98879
TH2,PM1,0.03,10,189000,4.98972
TH2,PM1,0.03,10,190000,4.99057
TH2,PM1,0.03,10,191000,4.99141
TH2,PM1,0.03,10,192000,4.99212
TH2,PM1,0.03,10,193000,4.99278
TH2,PM1,0.03,10,194000,4.99343
TH2,PM1,0.03,10,195000,4.99398
TH2,PM1,0.03,10,196000,4.99449
TH2,PM1,0.03,10,197000,4.99499
TH2,PM1,0.03,10,198000,4.99541
TH2,PM1,0.03,10,199000,4.9958
TH2,PM1,0.03,10,200000,4.99618
TH2,PM1,0.03,10,201000,4.99651
TH2,PM1,0.03,10,201000,4.99681
TH2,PM1,0.03,10,202000,4.9971
TH2,PM1,0.03,10,203000,4.99735
TH2,PM1,0.03,10,204000,4.99758
TH2,PM1,0.03,10,205000,4.9978
TH2,PM1,0.03,10,206000,4.99799
TH2,PM1,0.03,10,207000,4.99817
TH2,PM1,0.03,10,208000,4.99834
TH2,PM1,0.03,10,209000,4.99848
TH2,PM1,0.03,10,210000,4.99861
TH2,PM1,0.03,10,211000,4.99874
TH2,PM1,0.03,10,212000,4.99885
TH2,PM1,0.03,10,212000,4.99895
TH2,PM1,0.03,10,213000,4.99905
TH2,PM1,0.03,10,214000,4.99914
TH2,PM1,0.03,10,215000,4.99921
TH2,PM1,0.03,10,216000,4.99929
TH2,PM1,0.03,10,217000,4.99935
TH2,PM1,0.03,10,218000,4.99941
TH2,PM1,0.03,10,219000,4.99946
TH2,PM1,0.03,10,220000,4.99951
TH2,PM1,0.03,10,221000,4.99955
TH2,PM1,0.03,10,222000,4.9996
TH2,PM1,0.03,10,223000,4.99963
TH2,PM1,0.03,10,224000,4.99967
TH2,PM1,0.03,10,224000,4.9997
TH2,PM1,0.03,10,225000,4.99972
TH2,PM1,0.03,10,226000,4.99975
TH2,PM1,0.03,10,227000,4.99977
TH2,PM1,0.03,10,228000,4.99979
TH2,PM1,0.03,10,229000,4.99981
TH2,PM1,0.03,10,230000,4.99983
TH2,PM1,0.03,10,231000,4.99985
TH2,PM1,0.03,10,232000,4.99986
TH2,PM1,0.03,10,233000,4.99987
TH2,PM1,0.03,10,234000,4.99988
TH2,PM1,0.03,10,235000,4.99989
TH2,PM1,0.03,10,236000,4.9999
TH2,PM1,0.03,10,236000,4.99991
TH2,PM1,0.03,10,237000,4.99992
TH2,PM1,0.03,10,238000,4.99993
TH2,PM1,0.03,10,239000,4.99993
TH2,PM1,0.03,10,240000,4.99994
TH2,PM1,0.03,10,241000,4.99994
TH2,PM1,0.03,10,242000,4.99994
TH2,PM1,0.03,10,243000,4.99994
TH2,PM1,0.03,10,244000,4.99994
TH2,PM1,0.03,10,245000,4.99994
TH2,PM1,0.03,10,246000,4.99994
TH2,PM1,0.03,10,247000,4.99994
TH2,PM1,0.03,10,247000,4.99994
TH2,PM1,0.03,10,248000,4.99994
TH2,PM1,0.03,10,249000,4.99994
TH2,PM1,0.03,10,250000,4.99994
TH2,PM1,0.03,10,251000,4.99994
TH2,PM1,0.03,10,252000,4.99994
TH2,PM1,0.03,10,253000,4.99994
TH2,PM1,0.03,10,254000,4.99994
TH2,PM1,0.03,10,255000,4.99994
TH2,PM1,0.03,10,256000,4.99994
TH2,PM1,0.03,10,257000,4.99994
TH2,PM1,0.03,10,258000,4.99994
TH2,PM1,0.03,10,258000,4.99994
TH2,PM1,0.03,10,259000,4.99994
TH2,PM1,0.03,10,260000,4.99994
TH2,PM1,0.03,10,261000,4.99994
TH2,PM1,0.03,10,262000,4.99994
TH2,PM1,0.03,10,263000,4.99994
TH2,PM1,0.03,10,264000,4.99994
TH2,PM1,0.03,10,265000,4.99994
TH2,PM1,0.03,10,266000,4.99994
TH2,PM1,0.03,10,267000,4.99994
TH2,PM1,0.03,10,268000,4.99994
TH2,PM1,0.03,10,269000,4.99994
TH2,PM1,0.03,10,270000,4.99994
TH2,PM1,0.03,10,270000,4.99994
TH2,PM1,0.03,10,271000,4.99994
TH2,PM1,0.03,11,74.9999,-4.9999
TH2,PM1,0.03,11,749.999,-4.56496
TH2,PM1,0.03,11,1425,-3.28639
TH2,PM1,0.03,11,2100,-2.30093
TH2,PM1,0.03,11,2775,-1.70048
TH2,PM1,0.03,11,3450.01,-1.39457
TH2,PM1,0.03,11,4050.01,-1.27588
TH2,PM1,0.03,11,4725.01,-1.2046
TH2,PM1,0.03,11,5400,-1.15868
TH2,PM1,0.03,11,6075,-1.12477
TH2,PM1,0.03,11,6750,-1.0977
TH2,PM1,0.03,11,7424.99,-1.0751
TH2,PM1,0.03,11,8099.99,-1.05573
TH2,PM1,0.03,11,8774.99,-1.03876
TH2,PM1,0.03,11,9450.01,-1.02363
TH2,PM1,0.03,11,10125,-1.00992
TH2,PM1,0.03,11,10800,-0.997351
TH2,PM1,0.03,11,11475,-0.985649
TH2,PM1,0.03,11,12075,-0.975844
TH2,PM1,0.03,11,12750,-0.965507
TH2,PM1,0.03,11,13425,-0.955826
TH2,PM1,0.03,11,14100,-0.946667
TH2,PM1,0.03,11,14775,-0.937967
TH2,PM1,0.03,11,15450,-0.929725
TH2,PM1,0.03,11,16125,-0.921824
TH2,PM1,0.03,11,16800,-0.914155
TH2,PM1,0.03,11,17475,-0.906811
TH2,PM1,0.03,11,18150,-0.8998
TH2,PM1,0.03,11,18825,-0.893001
TH2,PM1,0.03,11,19500,-0.886474
TH2,PM1,0.03,11,20100,-0.880844
TH2,PM1,0.03,11,20775,-0.874664
TH2,PM1,0.03,11,21450,-0.868676
TH2,PM1,0.03,11,22125,-0.862724
TH2,PM1,0.03,11,22800,-0.857061
TH2,PM1,0.03,11,23475,-0.851533
TH2,PM1,0.03,11,24150,-0.846191
TH2,PM1,0.03,11,24825,-0.840945
TH2,PM1,0.03,11,25500,-0.835839
TH2,PM1,0.03,11,26175,-0.830785
TH2,PM1,0.03,11,26850,-0.825844
TH2,PM1,0.03,11,27525,-0.821052
TH2,PM1,0.03,11,28125,-0.816845
TH2,PM1,0.03,11,28800,-0.812189
TH2,PM1,0.03,11,29475,-0.807513
TH2,PM1,0.03,11,30150,-0.802937
TH2,PM1,0.03,11,30825,-0.798488
TH2,PM1,0.03,11,31500,-0.794073
TH2,PM1,0.03,11,32174.9,-0.789731
TH2,PM1,0.03,11,32850.1,-0.785424
TH2,PM1,0.03,11,33525,-0.781099
TH2,PM1,0.03,11,34199.8,-0.776861
TH2,PM1,0.03,11,34875,-0.772602
TH2,PM1,0.03,11,35549.9,-0.768384
TH2,PM1,0.03,11,36150,-0.764666
TH2,PM1,0.03,11,36824.9,-0.760433
TH2,PM1,0.03,11,37500.1,-0.756281
TH2,PM1,0.03,11,38175,-0.752075
TH2,PM1,0.03,11,38850.1,-0.747876
TH2,PM1,0.03,11,39525,-0.743881
TH2,PM1,0.03,11,40199.9,-0.739903
TH2,PM1,0.03,11,40875.1,-0.735899
TH2,PM1,0.03,11,41549.9,-0.73189
TH2,PM1,0.03,11,42225.1,-0.727848
TH2,PM1,0.03,11,42900,-0.72384
TH2,PM1,0.03,11,43574.9,-0.71977
TH2,PM1,0.03,11,44175,-0.716086
TH2,PM1,0.03,11,44849.9,-0.711924
TH2,PM1,0.03,11,45525.1,-0.707692
TH2,PM1,0.03,11,46199.9,-0.703362
TH2,PM1,0.03,11,46875.1,-0.698959
TH2,PM1,0.03,11,47550,-0.694619
TH2,PM1,0.03,11,48224.9,-0.690461
TH2,PM1,0.03,11,48900,-0.686213
TH2,PM1,0.03,11,49574.9,-0.681891
TH2,PM1,0.03,11,50250.1,-0.677439
TH2,PM1,0.03,11,50925,-0.672851
TH2,PM1,0.03,11,51600.1,-0.668062
TH2,PM1,0.03,11,52200,-0.663627
TH2,PM1,0.03,11,52875.1,-0.658462
TH2,PM1,0.03,11,53550,-0.653489
TH2,PM1,0.03,11,54224.9,-0.648703
TH2,PM1,0.03,11,54900.1,-0.643542
TH2,PM1,0.03,11,55574.9,-0.638192
TH2,PM1,0.03,11,56250.1,-0.632428
TH2,PM1,0.03,11,56925,-0.626221
TH2,PM1,0.03,11,57599.9,-0.619511
TH2,PM1,0.03,11,58275.1,-0.613645
TH2,PM1,0.03,11,58949.9,-0.607285
TH2,PM1,0.03,11,59625.1,-0.600169
TH2,PM1,0.03,11,60224.9,-0.593035
TH2,PM1,0.03,11,60900.1,-0.583882
TH2,PM1,0.03,11,61575,-0.575838
TH2,PM1,0.03,11,62249.9,-0.566668
TH2,PM1,0.03,11,62925,-0.555525
TH2,PM1,0.03,11,63599.9,-0.541167
TH2,PM1,0.03,11,64275.1,-0.528531
TH2,PM1,0.03,11,64950,-0.511
TH2,PM1,0.03,11,65625.2,-0.484759
TH2,PM1,0.03,11,66300,-0.455847
TH2,PM1,0.03,11,66974.9,-0.393143
TH2,PM1,0.03,11,67650.1,-0.204174
TH2,PM1,0.03,11,68249.9,1.6677
TH2,PM1,0.03,11,68925.1,1.92591
TH2,PM1,0.03,11,69600,2.06193
TH2,PM1,0.03,11,70275.1,2.14822
TH2,PM1,0.03,11,70950,2.17
TH2,PM1,0.03,11,71624.9,2.17405
TH2,PM1,0.03,11,72300.1,2.18178
TH2,PM1,0.03,11,72974.9,2.1891
TH2,PM1,0.03,11,73650.1,2.19607
TH2,PM1,0.03,11,74325,2.20274
TH2,PM1,0.03,11,74999.9,2.20915
TH2,PM1,0.03,11,75675,2.21532
TH2,PM1,0.03,11,76274.9,2.2206
TH2,PM1,0.03,11,76950,2.22626
TH2,PM1,0.03,11,77624.9,2.23172
TH2,PM1,0.03,11,78300.1,2.23695
TH2,PM1,0.03,11,78975,2.2419
TH2,PM1,0.03,11,79649.8,2.24657
TH2,PM1,0.03,11,80325,2.25099
TH2,PM1,0.03,11,80999.9,2.25507
TH2,PM1,0.03,11,81675.1,2.25876
TH2,PM1,0.03,11,82350,2.262
TH2,PM1,0.03,11,83025.1,2.26475
TH2,PM1,0.03,11,83700,2.26695
TH2,PM1,0.03,11,84300.1,2.26859
TH2,PM1,0.03,11,84975,2.27059
TH2,PM1,0.03,11,85649.9,2.27336
TH2,PM1,0.03,11,86325.1,2.27692
TH2,PM1,0.03,11,86999.9,2.28135
TH2,PM1,0.03,11,87675.1,2.28674
TH2,PM1,0.03,11,88350,2.29305
TH2,PM1,0.03,11,89024.9,2.30028
TH2,PM1,0.03,11,89700.1,2.30853
TH2,PM1,0.03,11,90374.9,2.31778
TH2,PM1,0.03,11,91050.1,2.32809
TH2,PM1,0.03,11,91725,2.33948
TH2,PM1,0.03,11,92325.1,2.35056
TH2,PM1,0.03,11,93000,2.36414
TH2,PM1,0.03,11,93674.8,2.3789
TH2,PM1,0.03,11,94350,2.39488
TH2,PM1,0.03,11,95024.9,2.41213
TH2,PM1,0.03,11,95700.1,2.43071
TH2,PM1,0.03,11,96375,2.45049
TH2,PM1,0.03,11,97050.1,2.47165
TH2,PM1,0.03,11,97725,2.49413
TH2,PM1,0.03,11,98399.9,2.51795
TH2,PM1,0.03,11,99075.1,2.54306
TH2,PM1,0.03,11,99749.9,2.56951
TH2,PM1,0.03,11,100350,2.59416
TH2,PM1,0.03,11,101025,2.62309
TH2,PM1,0.03,11,101700,2.6532
TH2,PM1,0.03,11,102375,2.68463
TH2,PM1,0.03,11,103050,2.71715
TH2,PM1,0.03,11,103725,2.75083
TH2,PM1,0.03,11,104400,2.78559
TH2,PM1,0.03,11,105075,2.8213
TH2,PM1,0.03,11,105750,2.858
TH2,PM1,0.03,11,106425,2.89558
TH2,PM1,0.03,11,107100,2.93402
TH2,PM1,0.03,11,107775,2.97315
TH2,PM1,0.03,11,108375,3.00851
TH2,PM1,0.03,11,109050,3.0489
TH2,PM1,0.03,11,109725,3.08978
TH2,PM1,0.03,11,110400,3.13108
TH2,PM1,0.03,11,111075,3.17279
TH2,PM1,0.03,11,111750,3.21478
TH2,PM1,0.03,11,112425,3.25697
TH2,PM1,0.03,11,113100,3.29932
TH2,PM1,0.03,11,113775,3.3417
TH2,PM1,0.03,11,114450,3.38407
TH2,PM1,0.03,11,115125,3.42639
TH2,PM1,0.03,11,115800,3.46856
TH2,PM1,0.03,11,116400,3.50591
TH2,PM1,0.03,11,117075,3.54763
TH2,PM1,0.03,11,117750,3.58909
TH2,PM1,0.03,11,118425,3.63017
TH2,PM1,0.03,11,119100,3.67083
TH2,PM1,0.03,11,119775,3.71099
TH2,PM1,0.03,11,120450,3.75071
TH2,PM1,0.03,11,121125,3.78987
TH2,PM1,0.03,11,121800,3.82836
TH2,PM1,0.03,11,122475,3.86627
TH2,PM1,0.03,11,123150,3.90356
TH2,PM1,0.03,11,123825,3.94016
TH2,PM1,0.03,11,124425,3.9721
TH2,PM1,0.03,11,125100,4.00731
TH2,PM1,0.03,11,125775,4.04189
TH2,PM1,0.03,11,126450,4.07564
TH2,PM1,0.03,11,127125,4.10858
TH2,PM1,0.03,11,127800,4.14084
TH2,PM1,0.03,11,128475,4.1722
TH2,PM1,0.03,11,129150,4.20286
TH2,PM1,0.03,11,129825,4.23265
TH2,PM1,0.03,11,130500,4.26162
TH2,PM1,0.03,11,131175,4.28985
TH2,PM1,0.03,11,131850,4.31725
TH2,PM1,0.03,11,132450,4.34092
TH2,PM1,0.03,11,133125,4.36681
TH2,PM1,0.03,11,133800,4.39193
TH2,PM1,0.03,11,134475,4.41634
TH2,PM1,0.03,11,135150,4.43988
TH2,PM1,0.03,11,135825,4.46264
TH2,PM1,0.03,11,136500,4.48476
TH2,PM1,0.03,11,137175,4.50609
TH2,PM1,0.03,11,137850,4.52674
TH2,PM1,0.03,11,138525,4.54661
TH2,PM1,0.03,11,139200,4.56587
TH2,PM1,0.03,11,139875,4.58438
TH2,PM1,0.03,11,140475,4.60035
TH2,PM1,0.03,11,141150,4.61763
TH2,PM1,0.03,11,141825,4.63429
TH2,PM1,0.03,11,142500,4.65034
TH2,PM1,0.03,11,143175,4.66573
TH2,PM1,0.03,11,143850,4.68063
TH2,PM1,0.03,11,144525,4.69487
TH2,PM1,0.03,11,145200,4.70863
TH2,PM1,0.03,11,145875,4.72178
TH2,PM1,0.03,11,146550,4.73444
TH2,PM1,0.03,11,147225,4.74657
TH2,PM1,0.03,11,147900,4.75823
TH2,PM1,0.03,11,148500,4.76821
TH2,PM1,0.03,11,149175,4.77897
TH2,PM1,0.03,11,149850,4.78929
TH2,PM1,0.03,11,150525,4.79921
TH2,PM1,0.03,11,151200,4.80869
TH2,PM1,0.03,11,151875,4.81777
TH2,PM1,0.03,11,152550,4.82644
TH2,PM1,0.03,11,153225,4.83475
TH2,PM1,0.03,11,153900,4.84273
TH2,PM1,0.03,11,154575,4.85036
TH2,PM1,0.03,11,155250,4.85764
TH2,PM1,0.03,11,155925,4.86456
TH2,PM1,0.03,11,156525,4.87048
TH2,PM1,0.03,11,157200,4.87686
TH2,PM1,0.03,11,157875,4.88294
TH2,PM1,0.03,11,158550,4.88878
TH2,PM1,0.03,11,159225,4.89433
TH2,PM1,0.03,11,159900,4.89963
TH2,PM1,0.03,11,160575,4.90465
TH2,PM1,0.03,11,161250,4.9095
TH2,PM1,0.03,11,161925,4.91407
TH2,PM1,0.03,11,162600,4.91852
TH2,PM1,0.03,11,163275,4.92269
TH2,PM1,0.03,11,163950,4.92664
TH2,PM1,0.03,11,164550,4.93002
TH2,PM1,0.03,11,165225,4.93366
TH2,PM1,0.03,11,165900,4.93709
TH2,PM1,0.03,11,166575,4.94041
TH2,PM1,0.03,11,167250,4.94355
TH2,PM1,0.03,11,167925,4.94649
TH2,PM1,0.03,11,168600,4.94937
TH2,PM1,0.03,11,169275,4.95205
TH2,PM1,0.03,11,169950,4.9546
TH2,PM1,0.03,11,170625,4.95707
TH2,PM1,0.03,11,171300,4.95936
TH2,PM1,0.03,11,171975,4.96159
TH2,PM1,0.03,11,172575,4.96347
TH2,PM1,0.03,11,173250,4.96547
TH2,PM1,0.03,11,173925,4.96736
TH2,PM1,0.03,11,174600,4.96917
TH2,PM1,0.03,11,175275,4.9709
TH2,PM1,0.03,11,175950,4.97252
TH2,PM1,0.03,11,176625,4.97405
TH2,PM1,0.03,11,177300,4.97549
TH2,PM1,0.03,11,177975,4.97689
TH2,PM1,0.03,11,178650,4.97817
TH2,PM1,0.03,11,179325,4.97943
TH2,PM1,0.03,11,180000,4.98062
TH2,PM1,0.03,11,180600,4.98163
TH2,PM1,0.03,11,181275,4.98268
TH2,PM1,0.03,11,181950,4.98372
TH2,PM1,0.03,11,182625,4.98469
TH2,PM1,0.03,11,183300,4.9856
TH2,PM1,0.03,11,183975,4.98643
TH2,PM1,0.03,11,184650,4.9872
TH2,PM1,0.03,11,185325,4.98797
TH2,PM1,0.03,11,186000,4.98867
TH2,PM1,0.03,11,186675,4.98936
TH2,PM1,0.03,11,187350,4.98998
TH2,PM1,0.03,11,188025,4.99062
TH2,PM1,0.03,11,188625,4.99114
TH2,PM1,0.03,11,189300,4.9917
TH2,PM1,0.03,11,189975,4.99223
TH2,PM1,0.03,11,190650,4.99274
TH2,PM1,0.03,11,191325,4.99318
TH2,PM1,0.03,11,192000,4.99359
TH2,PM1,0.03,11,192675,4.99399
TH2,PM1,0.03,11,193350,4.99437
TH2,PM1,0.03,11,194025,4.99468
TH2,PM1,0.03,11,194700,4.99501
TH2,PM1,0.03,11,195375,4.99531
TH2,PM1,0.03,11,196050,4.99555
TH2,PM1,0.03,11,196650,4.99581
TH2,PM1,0.03,11,197325,4.99605
TH2,PM1,0.03,11,198000,4.9963
TH2,PM1,0.03,11,198675,4.99649
TH2,PM1,0.03,11,199350,4.99672
TH2,PM1,0.03,11,200025,4.99691
TH2,PM1,0.03,12,0,-5.00064
TH2,PM1,0.03,12,4.12202e-06,-5.00064
TH2,PM1,0.03,12,1.01567e-05,-5.00064
TH2,PM1,0.03,12,1.69025e-05,-5.00064
TH2,PM1,0.03,12,3.04124e-05,-5.00064
TH2,PM1,0.03,12,4.55145e-05,-5.00064
TH2,PM1,0.03,12,7.57593e-05,-5.00064
TH2,PM1,0.03,12,0.000109569,-5.00064
TH2,PM1,0.03,12,0.000177278,-5.00064
TH2,PM1,0.03,12,0.000252968,-5.00064
TH2,PM1,0.03,12,0.000404552,-5.00064
TH2,PM1,0.03,12,0.000574,-5.00064
TH2,PM1,0.03,12,0.000913353,-5.00064
TH2,PM1,0.03,12,0.0012927,-5.00064
TH2,PM1,0.03,12,0.00205242,-5.00064
TH2,PM1,0.03,12,0.00290167,-5.00064
TH2,PM1,0.03,12,0.00460246,-5.00064
TH2,PM1,0.03,12,0.00650371,-5.00064
TH2,PM1,0.03,12,0.0103113,-5.00064
TH2,PM1,0.03,12,0.0145677,-5.00064
TH2,PM1,0.03,12,0.0230918,-5.00064
TH2,PM1,0.03,12,0.0326206,-5.00063
TH2,PM1,0.03,12,0.0517038,-5.00063
TH2,PM1,0.03,12,0.0730361,-5.00062
TH2,PM1,0.03,12,0.103169,-5.00061
TH2,PM1,0.03,12,0.163515,-5.0006
TH2,PM1,0.03,12,0.230974,-5.00058
TH2,PM1,0.03,12,0.366073,-5.00054
TH2,PM1,0.03,12,0.517094,-5.00049
TH2,PM1,0.03,12,0.819542,-5.00041
TH2,PM1,0.03,12,1.15764,-5.00031
TH2,PM1,0.03,12,1.83473,-5.00021
TH2,PM1,0.03,12,2.59163,-5.00013
TH2,PM1,0.03,12,4.10746,-5.00006
TH2,PM1,0.03,12,5.80195,-5.00002
TH2,PM1,0.03,12,9.19548,-5.00001
TH2,PM1,0.03,12,12.989,-5
TH2,PM1,0.03,12,20.5861,-5
TH2,PM1,0.03,12,29.0787,-5
TH2,PM1,0.03,12,46.0866,-5
TH2,PM1,0.03,12,65.099,-5
TH2,PM1,0.03,12,103.175,-5
TH2,PM1,0.03,12,132.391,-4.99999
TH2,PM1,0.03,12,171.954,-4.99989
TH2,PM1,0.03,12,196.43,-4.9997
TH2,PM1,0.03,12,216.086,-4.99939
TH2,PM1,0.03,12,216.324,-4.99939
TH2,PM1,0.03,12,216.601,-4.99938
TH2,PM1,0.03,12,217.154,-4.99937
TH2,PM1,0.03,12,217.773,-4.99936
TH2,PM1,0.03,12,219.013,-4.99933
TH2,PM1,0.03,12,220.399,-4.9993
TH2,PM1,0.03,12,223.175,-4.99924
TH2,PM1,0.03,12,226.277,-4.99916
TH2,PM1,0.03,12,232.491,-4.99899
TH2,PM1,0.03,12,234.73,-4.99893
TH2,PM1,0.03,12,234.838,-4.99892
TH2,PM1,0.03,12,234.944,-4.99892
TH2,PM1,0.03,12,235.157,-4.99891
TH2,PM1,0.03,12,235.394,-4.9989
TH2,PM1,0.03,12,235.87,-4.99889
TH2,PM1,0.03,12,236.402,-4.99887
TH2,PM1,0.03,12,237.468,-4.99884
TH2,PM1,0.03,12,238.659,-4.9988
TH2,PM1,0.03,12,241.044,-4.99871
TH2,PM1,0.03,12,243.71,-4.99861
TH2,PM1,0.03,12,249.05,-4.9984
TH2,PM1,0.03,12,255.02,-4.99813
TH2,PM1,0.03,12,266.974,-4.99748
TH2,PM1,0.03,12,280.338,-4.99658
TH2,PM1,0.03,12,299.214,-4.99491
TH2,PM1,0.03,12,337.018,-4.98989
TH2,PM1,0.03,12,377.566,-4.98146
TH2,PM1,0.03,12,446.268,-4.95843
TH2,PM1,0.03,12,493.536,-4.93543
TH2,PM1,0.03,12,503.172,-4.93
TH2,PM1,0.03,12,511.353,-4.92518
TH2,PM1,0.03,12,527.738,-4.91498
TH2,PM1,0.03,12,546.054,-4.90271
TH2,PM1,0.03,12,582.735,-4.87542
TH2,PM1,0.03,12,623.739,-4.84076
TH2,PM1,0.03,12,705.857,-4.75924
TH2,PM1,0.03,12,770.922,-4.68459
TH2,PM1,0.03,12,785.363,-4.66695
TH2,PM1,0.03,12,799.006,-4.64997
TH2,PM1,0.03,12,826.33,-4.61508
TH2,PM1,0.03,12,856.873,-4.5748
TH2,PM1,0.03,12,918.043,-4.49061
TH2,PM1,0.03,12,983.653,-4.39612
TH2,PM1,0.03,12,1086.08,-4.24261
TH2,PM1,0.03,12,1202.76,-4.06314
TH2,PM1,0.03,12,1346.28,-3.84152
TH2,PM1,0.03,12,1462.67,-3.66481
TH2,PM1,0.03,12,1598.78,-3.46459
TH2,PM1,0.03,12,1820.06,-3.15859
TH2,PM1,0.03,12,1868.15,-3.09567
TH2,PM1,0.03,12,1872.68,-3.08981
TH2,PM1,0.03,12,1877.54,-3.08353
TH2,PM1,0.03,12,1887.29,-3.07099
TH2,PM1,0.03,12,1898.18,-3.05704
TH2,PM1,0.03,12,1920,-3.02931
TH2,PM1,0.03,12,1944.39,-2.99864
TH2,PM1,0.03,12,1993.23,-2.93827
TH2,PM1,0.03,12,2028.26,-2.89584
TH2,PM1,0.03,12,2086.3,-2.82712
TH2,PM1,0.03,12,2151.18,-2.75264
TH2,PM1,0.03,12,2220.49,-2.67576
TH2,PM1,0.03,12,2286.41,-2.60521
TH2,PM1,0.03,12,2407.06,-2.48239
TH2,PM1,0.03,12,2538.59,-2.35755
TH2,PM1,0.03,12,2786.04,-2.14691
TH2,PM1,0.03,12,3000,-1.98855
TH2,PM1,0.03,12,3242,-1.83389
TH2,PM1,0.03,12,3484.71,-1.70301
TH2,PM1,0.03,12,3955.2,-1.51315
TH2,PM1,0.03,12,4255.31,-1.42998
TH2,PM1,0.03,12,4522.54,-1.37442
TH2,PM1,0.03,12,4890.35,-1.31738
TH2,PM1,0.03,12,5238.38,-1.27706
TH2,PM1,0.03,12,5751.72,-1.23228
TH2,PM1,0.03,12,6151.03,-1.20509
TH2,PM1,0.03,12,6722.46,-1.17355
TH2,PM1,0.03,12,7134.69,-1.15453
TH2,PM1,0.03,12,7564.3,-1.13711
TH2,PM1,0.03,12,7881.85,-1.12549
TH2,PM1,0.03,12,8384.14,-1.10886
TH2,PM1,0.03,12,8768.28,-1.09732
TH2,PM1,0.03,12,9304.87,-1.08259
TH2,PM1,0.03,12,9827.81,-1.06953
TH2,PM1,0.03,12,10466.4,-1.05498
TH2,PM1,0.03,12,10937.6,-1.04507
TH2,PM1,0.03,12,11504.3,-1.03392
TH2,PM1,0.03,12,12000,-1.02478
TH2,PM1,0.03,12,12761.5,-1.01168
TH2,PM1,0.03,12,13354.6,-1.00216
TH2,PM1,0.03,12,14000,-0.99237
TH2,PM1,0.03,12,14676.4,-0.982684
TH2,PM1,0.03,12,15503.7,-0.97152
TH2,PM1,0.03,12,16236.2,-0.9622
TH2,PM1,0.03,12,16907.9,-0.954057
TH2,PM1,0.03,12,17775.3,-0.944041
