x0x23,dates,temperature_depth_1_C,temperature_depth_2_C,temperature_depth_3_C,temperature_depth_4_C
120,13/05/2021 22:45:00,13.368,13.382,13.175,13.148
121,13/05/2021 23:00:00,13.341,13.367,13.171,13.145
122,13/05/2021 23:15:00,13.314,13.35,13.166,13.141
123,13/05/2021 23:30:00,13.287,13.335,13.162,13.136
124,13/05/2021 23:45:00,13.26,13.318,13.157,13.132
125,14/05/2021 00:00:00,13.236,13.303,13.151,13.126
126,14/05/2021 00:15:00,13.213,13.287,13.144,13.118
127,14/05/2021 00:30:00,13.189,13.272,13.138,13.112
128,14/05/2021 00:45:00,13.166,13.255,13.13,13.105
129,14/05/2021 01:00:00,13.142,13.24,13.123,13.097
130,14/05/2021 01:15:00,13.12,13.224,13.115,13.09
131,14/05/2021 01:30:00,13.096,13.209,13.108,13.082
132,14/05/2021 01:45:00,13.072,13.192,13.099,13.073
133,14/05/2021 02:00:00,13.046,13.177,13.09,13.064
134,14/05/2021 02:15:00,13.022,13.16,13.082,13.055
135,14/05/2021 02:30:00,12.999,13.144,13.073,13.046
136,14/05/2021 02:45:00,12.978,13.127,13.063,13.037
137,14/05/2021 03:00:00,12.959,13.111,13.054,13.028
138,14/05/2021 03:15:00,12.938,13.096,13.044,13.019
139,14/05/2021 03:30:00,12.916,13.079,13.034,13.008
140,14/05/2021 03:45:00,12.895,13.063,13.025,12.999
141,14/05/2021 04:00:00,12.874,13.048,13.014,12.989
142,14/05/2021 04:15:00,12.852,13.031,13.004,12.978
143,14/05/2021 04:30:00,12.831,13.016,12.993,12.968
144,14/05/2021 04:45:00,12.809,12.999,12.984,12.957
145,14/05/2021 05:00:00,12.788,12.984,12.974,12.948
146,14/05/2021 05:15:00,12.769,12.968,12.963,12.938
147,14/05/2021 05:30:00,12.751,12.951,12.951,12.927
148,14/05/2021 05:45:00,12.731,12.936,12.941,12.916
149,14/05/2021 06:00:00,12.714,12.921,12.93,12.904
150,14/05/2021 06:15:00,12.699,12.904,12.919,12.894
151,14/05/2021 06:30:00,12.689,12.891,12.909,12.883
152,14/05/2021 06:45:00,12.678,12.876,12.897,12.873
153,14/05/2021 07:00:00,12.669,12.862,12.886,12.862
154,14/05/2021 07:15:00,12.662,12.85,12.876,12.852
155,14/05/2021 07:30:00,12.659,12.838,12.865,12.841
156,14/05/2021 07:45:00,12.66,12.826,12.855,12.831
157,14/05/2021 08:00:00,12.665,12.817,12.844,12.82
158,14/05/2021 08:15:00,12.672,12.808,12.834,12.811
159,14/05/2021 08:30:00,12.686,12.8,12.825,12.802
160,14/05/2021 08:45:00,12.707,12.796,12.815,12.793
161,14/05/2021 09:00:00,12.734,12.793,12.806,12.784
162,14/05/2021 09:15:00,12.755,12.791,12.799,12.776
163,14/05/2021 09:30:00,12.772,12.793,12.791,12.769
164,14/05/2021 09:45:00,12.787,12.796,12.785,12.763
165,14/05/2021 10:00:00,12.805,12.797,12.781,12.757
166,14/05/2021 10:15:00,12.832,12.802,12.775,12.752
167,14/05/2021 10:30:00,12.865,12.806,12.772,12.748
168,14/05/2021 10:45:00,12.906,12.814,12.767,12.745
169,14/05/2021 11:00:00,12.948,12.823,12.766,12.742
170,14/05/2021 11:15:00,12.996,12.834,12.764,12.74
171,14/05/2021 11:30:00,13.04,12.849,12.763,12.74
172,14/05/2021 11:45:00,13.088,12.864,12.764,12.74
173,14/05/2021 12:00:00,13.145,12.882,12.766,12.742
174,14/05/2021 12:15:00,13.21,12.901,12.767,12.745
175,14/05/2021 12:30:00,13.278,12.924,12.772,12.748
176,14/05/2021 12:45:00,13.347,12.95,12.776,12.754
177,14/05/2021 13:00:00,13.419,12.978,12.784,12.76
178,14/05/2021 13:15:00,13.488,13.008,12.791,12.767
179,14/05/2021 13:30:00,13.55,13.04,12.8,12.776
180,14/05/2021 13:45:00,13.601,13.073,12.811,12.785
181,14/05/2021 14:00:00,13.658,13.106,12.823,12.797
182,14/05/2021 14:15:00,13.715,13.139,12.835,12.809
183,14/05/2021 14:30:00,13.775,13.172,12.85,12.823
184,14/05/2021 14:45:00,13.844,13.207,12.865,12.838
185,14/05/2021 15:00:00,13.919,13.243,12.88,12.853
186,14/05/2021 15:15:00,14.002,13.281,12.898,12.868
187,14/05/2021 15:30:00,14.08,13.321,12.915,12.886
188,14/05/2021 15:45:00,14.152,13.364,12.935,12.903
189,14/05/2021 16:00:00,14.208,13.407,12.954,12.922
190,14/05/2021 16:15:00,14.252,13.449,12.975,12.942
191,14/05/2021 16:30:00,14.292,13.491,12.998,12.963
192,14/05/2021 16:45:00,14.318,13.53,13.02,12.984
193,14/05/2021 17:00:00,14.337,13.568,13.044,13.007
194,14/05/2021 17:15:00,14.346,13.602,13.069,13.029
195,14/05/2021 17:30:00,14.345,13.632,13.091,13.052
196,14/05/2021 17:45:00,14.336,13.66,13.115,13.075
197,14/05/2021 18:00:00,14.325,13.682,13.138,13.096
198,14/05/2021 18:15:00,14.307,13.702,13.16,13.117
199,14/05/2021 18:30:00,14.286,13.718,13.181,13.138
200,14/05/2021 18:45:00,14.262,13.73,13.201,13.157
201,14/05/2021 19:00:00,14.237,13.741,13.221,13.175
202,14/05/2021 19:15:00,14.213,13.748,13.237,13.192
203,14/05/2021 19:30:00,14.188,13.753,13.254,13.209
204,14/05/2021 19:45:00,14.164,13.756,13.269,13.222
205,14/05/2021 20:00:00,14.137,13.757,13.282,13.236
206,14/05/2021 20:15:00,14.108,13.756,13.294,13.248
207,14/05/2021 20:30:00,14.077,13.754,13.305,13.258
208,14/05/2021 20:45:00,14.044,13.751,13.314,13.269
209,14/05/2021 21:00:00,14.009,13.745,13.323,13.276
210,14/05/2021 21:15:00,13.973,13.739,13.33,13.284
211,14/05/2021 21:30:00,13.937,13.73,13.336,13.291
212,14/05/2021 21:45:00,13.903,13.721,13.341,13.296
213,14/05/2021 22:00:00,13.868,13.709,13.345,13.3
214,14/05/2021 22:15:00,13.837,13.697,13.348,13.303
215,14/05/2021 22:30:00,13.807,13.685,13.35,13.306
216,14/05/2021 22:45:00,13.778,13.672,13.35,13.306
217,14/05/2021 23:00:00,13.75,13.658,13.35,13.308
218,14/05/2021 23:15:00,13.723,13.645,13.348,13.306
219,14/05/2021 23:30:00,13.694,13.629,13.347,13.305
220,14/05/2021 23:45:00,13.667,13.616,13.345,13.303
221,15/05/2021 00:00:00,13.642,13.601,13.342,13.3
222,15/05/2021 00:15:00,13.616,13.587,13.338,13.297
223,15/05/2021 00:30:00,13.592,13.572,13.333,13.294
224,15/05/2021 00:45:00,13.568,13.557,13.329,13.29
225,15/05/2021 01:00:00,13.542,13.542,13.324,13.285
226,15/05/2021 01:15:00,13.518,13.527,13.318,13.281
227,15/05/2021 01:30:00,13.494,13.512,13.312,13.275
228,15/05/2021 01:45:00,13.472,13.497,13.306,13.269
229,15/05/2021 02:00:00,13.449,13.482,13.3,13.263
230,15/05/2021 02:15:00,13.428,13.467,13.293,13.257
231,15/05/2021 02:30:00,13.407,13.452,13.287,13.251
232,15/05/2021 02:45:00,13.385,13.437,13.279,13.243
233,15/05/2021 03:00:00,13.364,13.422,13.272,13.236
234,15/05/2021 03:15:00,13.341,13.409,13.264,13.228
235,15/05/2021 03:30:00,13.32,13.394,13.255,13.221
236,15/05/2021 03:45:00,13.297,13.379,13.248,13.213
237,15/05/2021 04:00:00,13.276,13.362,13.239,13.206
238,15/05/2021 04:15:00,13.255,13.347,13.231,13.198
239,15/05/2021 04:30:00,13.236,13.332,13.222,13.189
240,15/05/2021 04:45:00,13.213,13.317,13.213,13.18
241,15/05/2021 05:00:00,13.192,13.302,13.204,13.172
242,15/05/2021 05:15:00,13.172,13.287,13.195,13.163
243,15/05/2021 05:30:00,13.154,13.272,13.186,13.154
244,15/05/2021 05:45:00,13.139,13.257,13.175,13.145
245,15/05/2021 06:00:00,13.124,13.242,13.166,13.136
246,15/05/2021 06:15:00,13.111,13.228,13.157,13.127
247,15/05/2021 06:30:00,13.097,13.215,13.148,13.117
248,15/05/2021 06:45:00,13.087,13.201,13.138,13.108
249,15/05/2021 07:00:00,13.078,13.189,13.129,13.099
250,15/05/2021 07:15:00,13.073,13.177,13.118,13.09
251,15/05/2021 07:30:00,13.072,13.165,13.109,13.081
252,15/05/2021 07:45:00,13.073,13.154,13.1,13.072
253,15/05/2021 08:00:00,13.075,13.145,13.091,13.063
254,15/05/2021 08:15:00,13.081,13.138,13.084,13.055
255,15/05/2021 08:30:00,13.093,13.132,13.075,13.046
256,15/05/2021 08:45:00,13.111,13.127,13.067,13.038
257,15/05/2021 09:00:00,13.135,13.124,13.06,13.031
258,15/05/2021 09:15:00,13.163,13.123,13.052,13.023
259,15/05/2021 09:30:00,13.198,13.124,13.046,13.017
260,15/05/2021 09:45:00,13.234,13.129,13.041,13.013
261,15/05/2021 10:00:00,13.27,13.136,13.037,13.008
262,15/05/2021 10:15:00,13.308,13.144,13.032,13.004
263,15/05/2021 10:30:00,13.351,13.154,13.031,13.002
264,15/05/2021 10:45:00,13.398,13.168,13.029,13.001
265,15/05/2021 11:00:00,13.454,13.183,13.029,13.001
266,15/05/2021 11:15:00,13.517,13.2,13.029,13.001
267,15/05/2021 11:30:00,13.595,13.221,13.032,13.002
268,15/05/2021 11:45:00,13.676,13.245,13.035,13.007
269,15/05/2021 12:00:00,13.748,13.273,13.04,13.011
270,15/05/2021 12:15:00,13.811,13.303,13.048,13.017
271,15/05/2021 12:30:00,13.874,13.336,13.055,13.025
272,15/05/2021 12:45:00,13.919,13.37,13.064,13.034
273,15/05/2021 13:00:00,13.961,13.403,13.076,13.044
274,15/05/2021 13:15:00,14.012,13.434,13.088,13.058
275,15/05/2021 13:30:00,14.068,13.466,13.102,13.072
276,15/05/2021 13:45:00,14.125,13.497,13.117,13.085
277,15/05/2021 14:00:00,14.179,13.53,13.132,13.1
278,15/05/2021 14:15:00,14.228,13.563,13.148,13.117
279,15/05/2021 14:30:00,14.298,13.596,13.165,13.133
280,15/05/2021 14:45:00,14.373,13.631,13.181,13.15
281,15/05/2021 15:00:00,14.436,13.669,13.2,13.168
282,15/05/2021 15:15:00,14.475,13.706,13.219,13.186
283,15/05/2021 15:30:00,14.499,13.744,13.239,13.206
284,15/05/2021 15:45:00,14.503,13.78,13.258,13.225
285,15/05/2021 16:00:00,14.505,13.81,13.279,13.246
286,15/05/2021 16:15:00,14.506,13.837,13.3,13.266
287,15/05/2021 16:30:00,14.508,13.861,13.321,13.287
288,15/05/2021 16:45:00,14.508,13.88,13.342,13.306
289,15/05/2021 17:00:00,14.509,13.9,13.362,13.326
290,15/05/2021 17:15:00,14.505,13.916,13.38,13.344
291,15/05/2021 17:30:00,14.499,13.931,13.398,13.36
292,15/05/2021 17:45:00,14.492,13.945,13.415,13.379
293,15/05/2021 18:00:00,14.484,13.957,13.431,13.394
294,15/05/2021 18:15:00,14.471,13.967,13.448,13.409
295,15/05/2021 18:30:00,14.45,13.976,13.461,13.422
296,15/05/2021 18:45:00,14.43,13.981,13.476,13.436
297,15/05/2021 19:00:00,14.414,13.985,13.488,13.446
298,15/05/2021 19:15:00,14.397,13.987,13.5,13.457
299,15/05/2021 19:30:00,14.373,13.987,13.511,13.467
300,15/05/2021 19:45:00,14.343,13.987,13.52,13.475
301,15/05/2021 20:00:00,14.312,13.984,13.529,13.482
302,15/05/2021 20:15:00,14.277,13.979,13.536,13.49
303,15/05/2021 20:30:00,14.238,13.973,13.542,13.496
304,15/05/2021 20:45:00,14.198,13.966,13.548,13.5
305,15/05/2021 21:00:00,14.156,13.955,13.553,13.505
306,15/05/2021 21:15:00,14.117,13.945,13.556,13.508
307,15/05/2021 21:30:00,14.08,13.931,13.559,13.511
308,15/05/2021 21:45:00,14.044,13.918,13.56,13.512
309,15/05/2021 22:00:00,14.006,13.903,13.56,13.512
310,15/05/2021 22:15:00,13.97,13.888,13.56,13.512
311,15/05/2021 22:30:00,13.933,13.871,13.559,13.511
312,15/05/2021 22:45:00,13.897,13.853,13.556,13.509
313,15/05/2021 23:00:00,13.862,13.837,13.553,13.506
314,15/05/2021 23:15:00,13.829,13.819,13.548,13.503
315,15/05/2021 23:30:00,13.799,13.801,13.544,13.499
316,15/05/2021 23:45:00,13.769,13.781,13.539,13.494
317,16/05/2021 00:00:00,13.742,13.763,13.532,13.49
318,16/05/2021 00:15:00,13.718,13.745,13.526,13.484
319,16/05/2021 00:30:00,13.693,13.727,13.518,13.478
320,16/05/2021 00:45:00,13.669,13.711,13.511,13.47
321,16/05/2021 01:00:00,13.643,13.694,13.503,13.463
322,16/05/2021 01:15:00,13.617,13.676,13.496,13.455
323,16/05/2021 01:30:00,13.592,13.66,13.487,13.448
324,16/05/2021 01:45:00,13.568,13.643,13.478,13.44
325,16/05/2021 02:00:00,13.547,13.626,13.469,13.431
326,16/05/2021 02:15:00,13.526,13.61,13.46,13.424
327,16/05/2021 02:30:00,13.505,13.593,13.451,13.416
328,16/05/2021 02:45:00,13.482,13.577,13.442,13.407
329,16/05/2021 03:00:00,13.458,13.562,13.433,13.398
330,16/05/2021 03:15:00,13.431,13.545,13.422,13.391
331,16/05/2021 03:30:00,13.404,13.529,13.413,13.382
332,16/05/2021 03:45:00,13.377,13.512,13.404,13.373
333,16/05/2021 04:00:00,13.351,13.496,13.394,13.364
334,16/05/2021 04:15:00,13.326,13.478,13.383,13.354
335,16/05/2021 04:30:00,13.3,13.461,13.374,13.345
336,16/05/2021 04:45:00,13.275,13.443,13.364,13.335
337,16/05/2021 05:00:00,13.246,13.425,13.353,13.326
338,16/05/2021 05:15:00,13.221,13.407,13.342,13.315
339,16/05/2021 05:30:00,13.197,13.389,13.33,13.306
340,16/05/2021 05:45:00,13.172,13.371,13.32,13.296
341,16/05/2021 06:00:00,13.151,13.353,13.308,13.287
342,16/05/2021 06:15:00,13.132,13.336,13.297,13.276
343,16/05/2021 06:30:00,13.112,13.318,13.285,13.266
344,16/05/2021 06:45:00,13.097,13.302,13.275,13.255
345,16/05/2021 07:00:00,13.084,13.285,13.263,13.245
346,16/05/2021 07:15:00,13.075,13.269,13.251,13.234
347,16/05/2021 07:30:00,13.072,13.254,13.239,13.224
348,16/05/2021 07:45:00,13.072,13.24,13.228,13.212
349,16/05/2021 08:00:00,13.078,13.227,13.216,13.201
350,16/05/2021 08:15:00,13.091,13.216,13.206,13.191
351,16/05/2021 08:30:00,13.108,13.207,13.194,13.18
352,16/05/2021 08:45:00,13.127,13.2,13.183,13.171
353,16/05/2021 09:00:00,13.15,13.195,13.174,13.16
354,16/05/2021 09:15:00,13.172,13.192,13.165,13.151
355,16/05/2021 09:30:00,13.2,13.191,13.156,13.142
356,16/05/2021 09:45:00,13.231,13.192,13.148,13.135
357,16/05/2021 10:00:00,13.263,13.195,13.141,13.127
358,16/05/2021 10:15:00,13.3,13.2,13.135,13.12
359,16/05/2021 10:30:00,13.344,13.206,13.13,13.114
360,16/05/2021 10:45:00,13.385,13.215,13.126,13.109
361,16/05/2021 11:00:00,13.428,13.225,13.123,13.105
362,16/05/2021 11:15:00,13.481,13.239,13.121,13.1
363,16/05/2021 11:30:00,13.536,13.254,13.12,13.097
364,16/05/2021 11:45:00,13.587,13.27,13.12,13.096
365,16/05/2021 12:00:00,13.64,13.29,13.121,13.096
366,16/05/2021 12:15:00,13.7,13.309,13.124,13.096
367,16/05/2021 12:30:00,13.757,13.332,13.127,13.096
368,16/05/2021 12:45:00,13.795,13.356,13.132,13.099
369,16/05/2021 13:00:00,13.829,13.38,13.138,13.102
370,16/05/2021 13:15:00,13.877,13.404,13.145,13.106
371,16/05/2021 13:30:00,13.91,13.428,13.153,13.111
372,16/05/2021 13:45:00,13.945,13.452,13.162,13.117
373,16/05/2021 14:00:00,13.981,13.476,13.172,13.124
374,16/05/2021 14:15:00,14.006,13.499,13.181,13.132
375,16/05/2021 14:30:00,14.039,13.521,13.194,13.139
376,16/05/2021 14:45:00,14.072,13.544,13.204,13.148
377,16/05/2021 15:00:00,14.092,13.566,13.216,13.157
378,16/05/2021 15:15:00,14.108,13.589,13.228,13.168
379,16/05/2021 15:30:00,14.119,13.608,13.24,13.177
380,16/05/2021 15:45:00,14.125,13.628,13.252,13.188
381,16/05/2021 16:00:00,14.134,13.646,13.264,13.198
382,16/05/2021 16:15:00,14.141,13.663,13.276,13.209
383,16/05/2021 16:30:00,14.146,13.678,13.288,13.219
384,16/05/2021 16:45:00,14.141,13.691,13.3,13.23
385,16/05/2021 17:00:00,14.135,13.703,13.312,13.24
386,16/05/2021 17:15:00,14.122,13.714,13.324,13.251
387,16/05/2021 17:30:00,14.105,13.723,13.335,13.26
388,16/05/2021 17:45:00,14.08,13.729,13.345,13.27
389,16/05/2021 18:00:00,14.056,13.733,13.354,13.279
390,16/05/2021 18:15:00,14.033,13.735,13.364,13.288
391,16/05/2021 18:30:00,14.012,13.736,13.373,13.296
392,16/05/2021 18:45:00,13.993,13.735,13.38,13.303
393,16/05/2021 19:00:00,13.973,13.732,13.386,13.311
394,16/05/2021 19:15:00,13.951,13.729,13.392,13.317
395,16/05/2021 19:30:00,13.93,13.726,13.397,13.321
396,16/05/2021 19:45:00,13.909,13.72,13.401,13.326
397,16/05/2021 20:00:00,13.885,13.715,13.404,13.33
398,16/05/2021 20:15:00,13.859,13.708,13.407,13.333
399,16/05/2021 20:30:00,13.831,13.702,13.409,13.336
400,16/05/2021 20:45:00,13.802,13.693,13.41,13.339
401,16/05/2021 21:00:00,13.775,13.684,13.412,13.341
402,16/05/2021 21:15:00,13.748,13.673,13.412,13.341
403,16/05/2021 21:30:00,13.721,13.663,13.412,13.342
404,16/05/2021 21:45:00,13.691,13.651,13.41,13.342
405,16/05/2021 22:00:00,13.66,13.638,13.407,13.341
406,16/05/2021 22:15:00,13.628,13.625,13.406,13.339
407,16/05/2021 22:30:00,13.595,13.611,13.403,13.338
408,16/05/2021 22:45:00,13.562,13.596,13.398,13.335
409,16/05/2021 23:00:00,13.529,13.581,13.395,13.332
410,16/05/2021 23:15:00,13.497,13.565,13.389,13.329
411,16/05/2021 23:30:00,13.469,13.548,13.385,13.324
412,16/05/2021 23:45:00,13.443,13.532,13.379,13.32
413,17/05/2021 00:00:00,13.418,13.515,13.371,13.315
414,17/05/2021 00:15:00,13.392,13.499,13.365,13.309
415,17/05/2021 00:30:00,13.37,13.482,13.357,13.303
416,17/05/2021 00:45:00,13.347,13.466,13.348,13.296
417,17/05/2021 01:00:00,13.324,13.449,13.341,13.29
418,17/05/2021 01:15:00,13.305,13.433,13.332,13.282
419,17/05/2021 01:30:00,13.284,13.416,13.324,13.275
420,17/05/2021 01:45:00,13.264,13.401,13.315,13.267
421,17/05/2021 02:00:00,13.245,13.386,13.306,13.26
422,17/05/2021 02:15:00,13.224,13.37,13.297,13.251
423,17/05/2021 02:30:00,13.203,13.354,13.287,13.243
424,17/05/2021 02:45:00,13.183,13.339,13.278,13.234
425,17/05/2021 03:00:00,13.165,13.324,13.269,13.227
426,17/05/2021 03:15:00,13.147,13.309,13.26,13.218
427,17/05/2021 03:30:00,13.129,13.294,13.249,13.209
428,17/05/2021 03:45:00,13.115,13.279,13.24,13.2
429,17/05/2021 04:00:00,13.097,13.266,13.23,13.192
430,17/05/2021 04:15:00,13.081,13.251,13.221,13.183
431,17/05/2021 04:30:00,13.063,13.237,13.21,13.174
432,17/05/2021 04:45:00,13.044,13.224,13.2,13.165
433,17/05/2021 05:00:00,13.028,13.21,13.191,13.156
434,17/05/2021 05:15:00,13.011,13.195,13.18,13.147
435,17/05/2021 05:30:00,12.996,13.181,13.171,13.138
436,17/05/2021 05:45:00,12.984,13.168,13.16,13.129
437,17/05/2021 06:00:00,12.972,13.156,13.151,13.12
438,17/05/2021 06:15:00,12.962,13.142,13.141,13.111
439,17/05/2021 06:30:00,12.953,13.13,13.132,13.102
440,17/05/2021 06:45:00,12.945,13.118,13.121,13.093
441,17/05/2021 07:00:00,12.939,13.106,13.112,13.084
442,17/05/2021 07:15:00,12.933,13.096,13.103,13.075
443,17/05/2021 07:30:00,12.93,13.087,13.093,13.066
444,17/05/2021 07:45:00,12.927,13.076,13.084,13.058
445,17/05/2021 08:00:00,12.925,13.067,13.075,13.049
446,17/05/2021 08:15:00,12.925,13.06,13.067,13.041
447,17/05/2021 08:30:00,12.925,13.052,13.058,13.032
448,17/05/2021 08:45:00,12.927,13.044,13.049,13.025
